St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
18,"Bowey, Brett",23y 49d,60 (26-0-34 43.33%),66 (1.10),←,
3,"Burke, Nathan",22y 164d,113 (49-1-63 43.81%),32 (0.28),←,
15,"Coghlan, Frank",29y 262d,109 (42-1-66 38.99%),64 (0.59),←,
34,"Daniels, Jayson",21y 151d,67 (21-1-45 32.09%),19 (0.28),←,
20,"Dwyer, Mick",23y 246d,58 (19-1-38 33.62%),44 (0.76),←,
16,"Fletcher, Adrian",22y 283d,39 (22-0-17 56.41%),17 (0.44),16 (10-0-6 62.50%),7 (0.44)
2,"Frawley, Danny",28y 315d,181 (60-1-120 33.43%),12 (0.07),←,
32,"Georgiou, John",16y 288d,4 (4-0-0 100.00%),,←,
6,"Grant, David",25y 347d,147 (52-0-95 35.37%),66 (0.45),←,
35,"Harvey, Robert",20y 333d,74 (37-1-36 50.68%),50 (0.68),←,
52,"Kickett, Dale",24y 76d,32 (14-0-18 43.75%),28 (0.88),15 (10-0-5 66.67%),15 (1.00)
4,"Lockett, Tony",26y 132d,156 (57-0-99 36.54%),755 (4.84),←,
23,"Loewe, Stewart",24y 57d,134 (55-1-78 41.42%),184 (1.37),←,
5,"McAdam, Gilbert",25y 111d,31 (19-1-11 62.90%),34 (1.10),←,
12,"Morris, Russell",30y 48d,132 (96-2-34 73.48%),70 (0.53),39 (25-1-13 65.38%),18 (0.46)
41,"Pekin, Tim",27y 179d,168 (83-1-84 49.70%),39 (0.23),61 (34-1-26 56.56%),24 (0.39)
13,"Ralphsmith, Sean",25y 218d,19 (11-1-7 60.53%),4 (0.21),15 (9-1-5 63.33%),1 (0.07)
31,"Shanahan, Jamie",24y 226d,15 (10-0-5 66.67%),,←,
9,"Vidovic, Lazar",27y 109d,20 (14-0-6 70.00%),1 (0.05),←,
7,"Winmar, Nicky",26y 298d,113 (49-0-64 43.36%),180 (1.59),←,
Totals,Totals,24y 322d,1672 (740-12-920 44.26%),1665 (1.00),,
C,"Sheldon, Ken",32y 201d,62 (34-1-27 55.65%),,←,
