Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
13,"Boston, Andrew",21y 82d,11 (2-0-9 18.18%),7 (0.64),←,
27,"Cameron, Clay",21y 17d,12 (2-0-10 16.67%),1 (0.08),←,
23,"Dixon, Charlie",24y 263d,56 (17-0-39 30.36%),70 (1.25),←,
14,"Hallahan, Mitch",22y 294d,14 (3-0-11 21.43%),3 (0.21),8 (0-0-8 0.00%),1 (0.13)
5,"Harbrow, Jarrod",26y 330d,157 (65-1-91 41.72%),47 (0.30),87 (25-0-62 28.74%),26 (0.30)
28,"Kolodjashnij, Kade",19y 308d,29 (8-0-21 27.59%),7 (0.24),←,
40,"Lemmens, Sean",20y 223d,28 (10-0-18 35.71%),6 (0.21),←,
21,"Leslie, Jack",20y 47d,5 (0-0-5 0.00%),,←,
37,"Lonergan, Jesse",20y 211d,20 (5-0-15 25.00%),2 (0.10),←,
19,"Lynch, Tom",22y 225d,69 (19-0-50 27.54%),95 (1.38),←,
7,"Malceski, Nick",30y 302d,181 (116-2-63 64.64%),67 (0.37),5 (0-0-5 0.00%),
32,"Matera, Brandon",23y 94d,63 (18-0-45 28.57%),68 (1.08),←,
18,"McKenzie, Trent",23y 71d,85 (24-0-61 28.24%),20 (0.24),←,
44,"Miller, Touk",19y 111d,11 (1-0-10 9.09%),4 (0.36),←,
22,"Nicholls, Tom",23y 101d,23 (7-0-16 30.43%),5 (0.22),←,
29,"Raines, Andrew",29y 97d,128 (43-1-84 33.98%),17 (0.13),5 (0-0-5 0.00%),2 (0.40)
35,"Rischitelli, Michael",29y 156d,189 (68-3-118 36.77%),84 (0.44),78 (19-0-59 24.36%),37 (0.47)
8,"Russell, Luke",23y 140d,61 (14-0-47 22.95%),24 (0.39),←,
42,"Saad, Adam",20y 325d,10 (1-0-9 10.00%),1 (0.10),←,
20,"Schade, Henry",21y 248d,7 (1-0-6 14.29%),,←,
25,"Stanley, Danny",27y 115d,85 (24-0-61 28.24%),38 (0.45),80 (23-0-57 28.75%),38 (0.47)
30,"Wright, Peter",18y 278d,2 (0-0-2 0.00%),1 (0.50),←,
Totals,Totals,23y 84d,1246 (448-7-791 35.96%),567 (0.46),,
C,"Eade, Rodney",57y 70d,325 (170-4-151 52.92%),,11 (1-0-10 9.09%),
