Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Bamford, Scott",9,4,7,16,1,,,,,,,,3.0,,,,,,,,,,
5,"Barker, John",8,5,3,11,,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
14,"Bizzotto, Frank",7,4,10,17,,,,2.0,,,,,,,,,,,,,,,
30,"Carter, Nick",8,4,12,20,,,,2.0,,,,,1.0,1.0,,,,,,,,,
40,"Clayton, Shane",5,3,4,9,,,,,,,,,1.0,1.0,,,,,,,,,
31,"Dent, Matthew",14,4,5,19,1,1.0,,1.0,,,,,2.0,3.0,,,,,,,,,
20,"Dwyer, Mick",4,1,4,8,,,,2.0,,,,,,,,,,,,,,,
13,"Frewen, Brent",1,1,,1,,,,,,,,,,,,,,,,,,,
17,"Hawking, Simon",8,2,,8,1,1.0,,1.0,,,,,,1.0,,,,,,,,,
19,"Holmes, Darren",15,4,8,23,1,,,5.0,,,,,1.0,1.0,,,,,,,,,
2,"Johnson, Chris",9,3,11,20,1,,,6.0,,,,,1.0,,,,,,,,,,
26,"Manfield, Matthew",1,,,1,,,,,,,,,,,,,,,,,,,
11,"McGregor, Anthony",8,1,1,9,,,,3.0,,,,,1.0,,,,,,,,,,
3,"Mellington, Anthony",8,7,1,9,2,4.0,,1.0,,,,,1.0,,,,,,,,,,
7,"Molloy, Jarrod",5,2,7,12,,,,,,,,,2.0,,,,,,,,,,
34,"Morton, Danny",4,1,7,11,,,,5.0,,,,,,,,,,,,,,,
4,"Paxman, Stephen",4,3,10,14,,,1.0,1.0,,,,,1.0,,,,,,,,,,
8,"Pike, Martin",17,6,4,21,,,,,,,,,,,,,,,,,,,
12,"Primus, Matthew",8,1,4,12,,1.0,15.0,2.0,,,,,2.0,3.0,,,,,,,,,
37,"Rombotis, John",18,5,11,29,1,,,3.0,,,,,4.0,,2.0,,,,,,,,
33,"Warfe, Rowan",5,,10,15,,,,4.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,166,61,119,285,8,14.0,16.0,39.0,,,,,23.0,12.0,2.0,,,,,,,,
Opposition,Opposition,196,77,133,329,18,17.0,18.0,21.0,,,,,12.0,23.0,4.0,,,,,,,,
