Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Athorn, Mark",18,3,7,25,,1.0,,3.0,,,,,1.0,3.0,,,,,,,,,
26,"Beardsley, Nicholas",4,1,3,7,,,,3.0,,,,,3.0,2.0,,,,,,,,,
18,"Blakey, John",22,3,13,35,1,2.0,,4.0,,,,,2.0,,,,,,,,,,
42,"Board, Terry",8,3,5,13,,,,4.0,,,,,,1.0,,,,,,,,,
17,"Broderick, Paul",5,2,8,13,3,,,,,,,,1.0,,,,,,,,,,
49,"Bunn, Mark",14,4,3,17,,,1.0,,,,,,1.0,2.0,,,,,,,,,
27,"Collins, Darren",1,1,2,3,,,,,,,,,,2.0,,,,,,,,,
2,"Dilena, Carl",13,4,5,18,1,1.0,,1.0,,,,,1.0,,,,,,,,,,
36,"Dundas, Matthew",2,1,4,6,,,,1.0,,,,,,1.0,,,,,,,,,
7,"Gale, Michael",9,1,6,15,1,,,3.0,,,,,1.0,,,,,,,,,,
21,"Kappler, Darren",14,2,7,21,,,,3.0,,,,,2.0,2.0,,,,,,,,,
11,"Lynch, Alastair",7,2,4,11,,,,2.0,,,,,3.0,2.0,,,,,,,,,
29,"Lyon, Ross",2,,1,3,,,,,,,,,,1.0,,,,,,,,,
9,"Rendell, Matthew",7,4,11,18,,1.0,11.0,1.0,,,,,1.0,1.0,,,,,,,,,
1,"Roos, Paul",12,4,5,17,2,3.0,2.0,2.0,,,,,2.0,,,,,,,,,,
33,"Stephens, Brett",18,4,5,23,1,,,2.0,,,,,1.0,1.0,,,,,,,,,
31,"Strooper, David",10,4,6,16,,,,2.0,,,,,1.0,2.0,,,,,,,,,
39,"Trewella, Mark",7,1,4,11,,2.0,2.0,,,,,,1.0,1.0,,,,,,,,,
30,"Waterson, Chris",11,1,7,18,,2.0,,2.0,,,,,1.0,,,,,,,,,,
28,"Wheildon, Darren",9,1,1,10,3,2.0,,,,,,,,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,193,46,107,300,12,16.0,16.0,33.0,,,,,22.0,23.0,,,,,,,,,
Opposition,Opposition,213,67,160,373,17,21.0,13.0,20.0,,,,,23.0,22.0,6.0,,,,,,,,
