Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",24y 93d,94 (45-2-47 48.94%),55 (0.59),←,
50,"Ballantyne, Jon",23y 240d,15 (7-0-8 46.67%),33 (2.20),←,
18,"Cameron, Leon",20y 205d,43 (21-1-21 50.00%),19 (0.44),←,
20,"Coleman, Glenn",32y 51d,191 (104-2-85 54.97%),115 (0.60),66 (36-1-29 55.30%),51 (0.77)
16,"Croft, Matthew",20y 28d,7 (3-0-4 42.86%),5 (0.71),←,
26,"Del-Re, Danny",25y 42d,46 (26-1-19 57.61%),106 (2.30),←,
32,"Foster, Peter",32y 297d,162 (86-3-73 54.01%),56 (0.35),155 (83-3-69 54.52%),54 (0.35)
7,"Hawkins, Doug",32y 325d,289 (121-4-164 42.56%),203 (0.70),←,
10,"Hunter, Mark",27y 204d,75 (34-2-39 46.67%),2 (0.03),←,
4,"Kellett, Nigel",23y 98d,38 (20-0-18 52.63%),15 (0.39),←,
21,"Kolyniuk, Steven",22y 264d,64 (32-1-31 50.78%),80 (1.25),←,
39,"Liberatore, Tony",27y 43d,85 (48-1-36 57.06%),48 (0.56),←,
27,"Macpherson, Stephen",28y 114d,163 (80-3-80 50.00%),148 (0.91),←,
25,"Mansfield, Matthew",23y 275d,25 (16-0-9 64.00%),5 (0.20),←,
2,"Reynolds, Keenan",24y 78d,43 (24-0-19 55.81%),6 (0.14),←,
5,"Smith, Rohan",19y 299d,15 (11-0-4 73.33%),12 (0.80),←,
17,"Standfield, Barry",23y 41d,33 (19-0-14 57.58%),9 (0.27),←,
24,"Wallis, Stephen",28y 150d,202 (106-2-94 52.97%),52 (0.26),←,
14,"West, Scott",18y 132d,1 (0-0-1 0.00%),,←,
15,"Wynd, Scott",23y 60d,80 (40-1-39 50.63%),11 (0.14),←,
Totals,Totals,25y 24d,1671 (843-23-805 50.45%),980 (0.59),,
C,"Wheeler, Terry",38y 13d,70 (38-1-31 55.00%),,←,
