Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
14,"Cameron, Darcy",28y 334d,86 (49-3-34 58.72%),56 (0.65),85 (49-3-33 59.41%),56 (0.66)
25,"Crisp, Jack",30y 258d,240 (130-4-106 55.00%),80 (0.33),222 (123-4-95 56.31%),70 (0.32)
7,"Daicos, Josh",25y 203d,117 (69-3-45 60.26%),63 (0.54),←,
35,"Daicos, Nick",21y 165d,61 (43-2-16 72.13%),38 (0.62),←,
43,"Dean, Charlie",22y 363d,6 (2-1-3 41.67%),,←,
17,"Frampton, Billy",27y 209d,52 (31-2-19 61.54%),20 (0.38),28 (21-2-5 78.57%),8 (0.29)
36,"Harrison, Harvey",20y 219d,12 (8-2-2 75.00%),12 (1.00),←,
23,"Hill, Bobby",24y 128d,79 (46-3-30 60.13%),87 (1.10),38 (29-2-7 78.95%),53 (1.39)
32,"Hoskin-Elliott, Will",30y 288d,215 (109-3-103 51.40%),178 (0.83),163 (97-3-63 60.43%),136 (0.83)
38,"Howe, Jeremy",33y 353d,244 (105-3-136 43.65%),100 (0.41),144 (83-3-58 58.68%),20 (0.14)
19,"Jiath, Tew",19y 106d,1 (1-0-0 100.00%),,←,
15,"Kreuger, Nathan",24y 357d,11 (7-0-4 63.64%),8 (0.73),9 (6-0-3 66.67%),8 (0.89)
1,"Lipinski, Patrick",25y 335d,109 (66-2-41 61.47%),56 (0.51),53 (35-2-16 67.92%),26 (0.49)
18,"Macrae, Finlay",22y 95d,20 (8-0-12 40.00%),5 (0.25),←,
4,"Maynard, Brayden",27y 270d,200 (108-4-88 55.00%),20 (0.10),←,
31,"McCreery, Beau",23y 58d,72 (45-2-25 63.89%),49 (0.68),←,
26,"McInnes, Reef",21y 187d,18 (12-0-6 66.67%),18 (1.00),←,
30,"Moore, Darcy",28y 143d,164 (88-4-72 54.88%),67 (0.41),←,
9,"Noble, John",27y 83d,104 (62-3-39 61.06%),8 (0.08),←,
3,"Quaynor, Isaac",24y 153d,99 (58-2-39 59.60%),3 (0.03),←,
8,"Schultz, Lachie",26y 199d,103 (50-3-50 50.00%),119 (1.16),13 (7-2-4 61.54%),18 (1.38)
22,"Sidebottom, Steele",33y 166d,322 (195-6-121 61.49%),190 (0.59),←,
33,"Sullivan, Lachlan",26y 265d,7 (5-1-1 78.57%),2 (0.29),←,
Totals,Totals,26y 8d,2342 (1297-53-992 55.38%),1179 (0.50),,
C,"McRae, Craig",50y 268d,65 (46-2-17 72.31%),,←,
