Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",24y 38d,137 (80-2-55 59.12%),181 (1.32),←,
3,"Bartel, Jimmy",24y 200d,121 (74-2-45 61.98%),70 (0.58),←,
24,"Blake, Mark",22y 286d,46 (34-0-12 73.91%),6 (0.13),←,
35,"Chapman, Paul",26y 229d,147 (83-2-62 57.14%),192 (1.31),←,
11,"Corey, Joel",26y 125d,164 (94-2-68 57.93%),52 (0.32),←,
44,"Enright, Corey",26y 281d,138 (76-2-60 55.80%),41 (0.30),←,
2,"Harley, Tom",29y 339d,172 (101-3-68 59.59%),10 (0.06),171 (100-3-68 59.36%),9 (0.05)
8,"Hunt, Josh",26y 99d,110 (67-1-42 61.36%),15 (0.14),←,
20,"Johnson, Steve",24y 353d,100 (62-2-36 63.00%),186 (1.86),←,
9,"Kelly, James",24y 175d,121 (70-1-50 58.26%),60 (0.50),←,
45,"Ling, Cameron",27y 115d,172 (101-3-68 59.59%),99 (0.58),←,
13,"Lonergan, Tom",24y 35d,11 (6-1-4 59.09%),13 (1.18),←,
4,"Mackie, Andrew",23y 319d,71 (51-0-20 71.83%),46 (0.65),←,
39,"Milburn, Darren",31y 67d,226 (124-1-101 55.09%),85 (0.38),←,
21,"Mooney, Cameron",28y 269d,156 (95-1-60 61.22%),182 (1.17),145 (85-1-59 58.97%),180 (1.24)
6,"Ottens, Brad",28y 148d,192 (95-1-96 49.74%),223 (1.16),63 (42-1-20 67.46%),71 (1.13)
32,"Prismall, Brent",21y 343d,17 (10-1-6 61.76%),9 (0.53),←,
33,"Rooke, Max",26y 185d,101 (55-2-44 55.45%),26 (0.26),←,
14,"Selwood, Joel",20y 26d,33 (30-0-3 90.91%),10 (0.30),←,
7,"Taylor, Harry",22y 9d,10 (9-0-1 90.00%),1 (0.10),←,
5,"Varcoe, Travis",20y 72d,23 (20-0-3 86.96%),22 (0.96),←,
40,"Wojcinski, David",27y 277d,129 (76-2-51 59.69%),44 (0.34),←,
Totals,Totals,25y 148d,2397 (1413-29-955 58.95%),1573 (0.66),,
C,"Thompson, Mark",44y 215d,198 (111-3-84 56.82%),,←,
