Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
14,"Bugg, Tomas",22y 20d,53 (12-0-41 22.64%),13 (0.25),←,
18,"Cameron, Jeremy",22y 24d,55 (9-0-46 16.36%),131 (2.38),←,
3,"Coniglio, Stephen",21y 131d,48 (10-0-38 20.83%),16 (0.33),←,
35,"Corr, Aidan",20y 343d,18 (3-0-15 16.67%),1 (0.06),←,
1,"Davis, Phil",24y 238d,68 (22-0-46 32.35%),6 (0.09),50 (11-0-39 22.00%),5 (0.10)
4,"Greene, Toby",21y 212d,57 (10-0-47 17.54%),20 (0.35),←,
32,"Griffen, Ryan",28y 272d,206 (100-1-105 48.79%),131 (0.64),4 (3-0-1 75.00%),1 (0.25)
19,"Haynes, Nick",22y 342d,31 (6-0-25 19.35%),2 (0.06),←,
22,"Kelly, Josh",20y 72d,22 (8-0-14 36.36%),13 (0.59),←,
25,"McCarthy, Cam",20y 24d,5 (4-0-1 80.00%),14 (2.80),←,
41,"Mumford, Shane",28y 294d,121 (78-2-41 65.29%),44 (0.36),21 (9-0-12 42.86%),5 (0.24)
7,"Palmer, Rhys",26y 71d,100 (30-0-70 30.00%),68 (0.68),47 (9-0-38 19.15%),45 (0.96)
24,"Patfull, Joel",30y 139d,186 (76-3-107 41.67%),24 (0.13),4 (3-0-1 75.00%),
9,"Scully, Tom",23y 345d,90 (22-1-67 25.00%),28 (0.31),59 (9-0-50 15.25%),22 (0.37)
23,"Shaw, Heath",29y 149d,195 (119-2-74 61.54%),37 (0.19),22 (9-0-13 40.91%),
5,"Shiel, Dylan",22y 47d,54 (10-0-44 18.52%),30 (0.56),←,
10,"Smith, Devon",21y 340d,63 (12-0-51 19.05%),56 (0.89),←,
36,"Stewart, James",21y 52d,5 (3-0-2 60.00%),4 (0.80),←,
17,"Treloar, Adam",22y 47d,62 (12-0-50 19.35%),38 (0.61),←,
8,"Ward, Callan",25y 15d,125 (43-0-82 34.40%),61 (0.49),65 (11-0-54 16.92%),28 (0.43)
6,"Whitfield, Lachie",20y 281d,34 (7-0-27 20.59%),18 (0.53),←,
16,"Wilson, Nathan",22y 108d,22 (6-0-16 27.27%),8 (0.36),←,
Totals,Totals,23y 212d,1620 (602-9-1009 37.16%),763 (0.47),,
C,"Cameron, Leon",42y 235d,26 (9-0-17 34.62%),,←,
