Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
15,"Alvey, Mark",25y,59 (29-1-29 50.00%),31 (0.53),14 (8-0-6 57.14%),3 (0.21)
23,"Bolton, Mark",26y 68d,90 (50-1-39 56.11%),36 (0.40),←,
16,"Bradley, Kepler",19y 209d,15 (4-0-11 26.67%),4 (0.27),←,
19,"Hille, David",24y 8d,77 (44-0-33 57.14%),61 (0.79),←,
5,"Hird, James",32y 126d,215 (133-5-77 63.02%),306 (1.42),←,
30,"Hunt, Sam",22y 58d,4 (3-0-1 75.00%),1 (0.25),←,
14,"Johnson, Jason",27y 136d,141 (91-1-49 64.89%),85 (0.60),←,
1,"Johnson, Mark",27y 18d,142 (95-1-46 67.25%),62 (0.44),←,
26,"Laycock, Jason",20y 218d,14 (6-0-8 42.86%),9 (0.64),←,
18,"Lloyd, Matthew",27y 55d,199 (123-2-74 62.31%),717 (3.60),←,
41,"Lovett, Andrew",22y 211d,10 (4-0-6 40.00%),12 (1.20),←,
42,"Lovett-Murray, Nathan",22y 204d,28 (14-0-14 50.00%),26 (0.93),←,
25,"Lucas, Scott",27y 162d,193 (119-1-73 61.92%),279 (1.45),←,
33,"McPhee, Adam",22y 247d,82 (35-0-47 42.68%),42 (0.51),57 (29-0-28 50.88%),33 (0.58)
10,"McVeigh, Mark",24y 135d,111 (64-1-46 58.11%),45 (0.41),←,
6,"Monfries, Angus",18y 142d,5 (1-0-4 20.00%),3 (0.60),←,
28,"Murphy, Justin",29y 47d,178 (80-0-98 44.94%),151 (0.85),33 (17-0-16 51.52%),28 (0.85)
11,"Peverill, Damien",25y 333d,89 (49-1-39 55.62%),18 (0.20),←,
7,"Solomon, Dean",25y 152d,132 (87-0-45 65.91%),52 (0.39),←,
24,"Stanton, Brent",19y 40d,24 (9-0-15 37.50%),9 (0.38),←,
12,"Welsh, Andrew",22y 119d,71 (36-1-34 51.41%),7 (0.10),←,
36,"Zantuck, Ty",23y 115d,77 (22-0-55 28.57%),20 (0.26),9 (3-0-6 33.33%),
Totals,Totals,24y 111d,1956 (1098-15-843 56.13%),1976 (1.01),,
C,"Sheedy, Kevin",57y 168d,581 (369-6-206 64.03%),,←,
