Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
30,"Atkins, Tom",28y 209d,109 (73-1-35 67.43%),17 (0.16),←,
46,"Blicavs, Mark",33y 17d,251 (168-3-80 67.53%),65 (0.26),←,
12,"Bowes, Jack",26y 79d,103 (32-2-69 32.04%),20 (0.19),20 (11-1-8 57.50%),6 (0.30)
4,"Bruhn, Tanner",21y 323d,53 (22-1-30 42.45%),19 (0.36),23 (11-1-11 50.00%),8 (0.35)
5,"Cameron, Jeremy",31y 13d,235 (121-3-111 52.13%),598 (2.54),64 (44-0-20 68.75%),171 (2.67)
13,"Clark, Jhye",19y 266d,6 (5-0-1 83.33%),,←,
45,"Close, Brad",25y 259d,81 (57-1-23 70.99%),72 (0.89),←,
16,"De Koning, Sam",23y 48d,48 (34-1-13 71.88%),1 (0.02),←,
28,"Dempsey, Oliver",21y 98d,12 (8-0-4 66.67%),7 (0.58),←,
22,"Duncan, Mitch",32y 309d,278 (199-2-77 71.94%),182 (0.65),←,
39,"Guthrie, Zach",25y 289d,82 (53-2-27 65.85%),11 (0.13),←,
38,"Henry, Jack",25y 229d,123 (84-1-38 68.70%),24 (0.20),←,
36,"Henry, Oliver",21y 260d,52 (29-1-22 56.73%),79 (1.52),27 (15-1-11 57.41%),51 (1.89)
9,"Holmes, Max",21y 229d,56 (37-1-18 66.96%),25 (0.45),←,
32,"Miers, Gryan",25y 15d,111 (74-1-36 67.12%),83 (0.75),←,
33,"Neale, Shannon",21y 264d,6 (3-0-3 50.00%),4 (0.67),←,
42,"OConnor, Mark",27y 88d,114 (76-0-38 66.67%),8 (0.07),←,
14,"OSullivan, Connor",18y 331d,1 (1-0-0 100.00%),,←,
3,"Parfitt, Brandan",25y 353d,125 (86-0-39 68.80%),47 (0.38),←,
1,"Stanley, Rhys",33y 135d,200 (116-2-82 58.50%),105 (0.52),142 (95-2-45 67.61%),65 (0.46)
18,"Stengle, Tyson",25y 178d,65 (38-1-26 59.23%),104 (1.60),49 (33-1-15 68.37%),89 (1.82)
44,"Stewart, Tom",31y 30d,153 (102-1-50 66.99%),4 (0.03),←,
2,"Tuohy, Zach",34y 126d,274 (148-3-123 54.56%),94 (0.34),154 (100-2-52 65.58%),54 (0.35)
Totals,Totals,26y 53d,2538 (1566-27-945 61.70%),1569 (0.62),,
C,"Scott, Chris",47y 347d,314 (215-3-96 68.95%),,←,
