Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Alvin, Tom",30y 47d,163 (94-1-68 57.98%),58 (0.36),←,
25,"Athorn, Mark",24y 213d,63 (26-1-36 42.06%),13 (0.21),10 (7-0-3 70.00%),2 (0.20)
16,"Bond, Chris",23y 133d,20 (7-0-13 35.00%),8 (0.40),←,
21,"Bradley, Craig",28y 228d,147 (86-1-60 58.84%),101 (0.69),←,
20,"Brown, Fraser",21y 294d,32 (12-0-20 37.50%),9 (0.28),←,
35,"Dean, Peter",27y 90d,136 (82-1-53 60.66%),15 (0.11),←,
6,"Dorotich, Jon",30y 41d,113 (62-1-50 55.31%),85 (0.75),←,
12,"Gleeson, Adrian",25y 38d,111 (67-1-43 60.81%),103 (0.93),←,
13,"Hanna, Mil",26y 63d,97 (49-1-47 51.03%),44 (0.45),←,
33,"Hogg, Matthew",23y 169d,69 (30-2-37 44.93%),6 (0.09),10 (6-0-4 60.00%),2 (0.20)
4,"Kernahan, Stephen",28y 280d,147 (87-1-59 59.52%),408 (2.78),←,
44,"Madden, Justin",31y 7d,231 (139-1-91 60.39%),146 (0.63),186 (109-1-76 58.87%),126 (0.68)
18,"Parker, Brendan",21y 76d,1 (0-0-1 0.00%),,←,
7,"Ratten, Brett",20y 332d,31 (13-0-18 41.94%),5 (0.16),←,
14,"Sexton, Michael",21y 94d,27 (13-0-14 48.15%),2 (0.07),←,
9,"Sholl, Brett",20y 274d,11 (7-0-4 63.64%),2 (0.18),←,
1,"Silvagni, Stephen",25y 7d,113 (71-0-42 62.83%),88 (0.78),←,
11,"Spalding, Earl",27y 88d,120 (77-0-43 64.17%),74 (0.62),11 (7-0-4 63.64%),11 (1.00)
38,"Welsh, Rohan",21y 244d,4 (2-0-2 50.00%),5 (1.25),←,
2,"Williams, Greg",28y 251d,147 (79-0-68 53.74%),128 (0.87),6 (3-0-3 50.00%),
Totals,Totals,25y 130d,1783 (1003-11-769 56.25%),1300 (0.73),,
C,"Parkin, David",49y 269d,316 (181-1-134 57.44%),,153 (94-1-58 61.76%),
