Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
10,"Ashcroft, Marcus",20y 277d,55 (11-1-43 20.91%),33 (0.60),←,
22,"Bain, David",26y 57d,72 (14-1-57 20.14%),40 (0.56),←,
25,"Campbell, Matthew",28y 150d,73 (15-1-57 21.23%),24 (0.33),←,
1,"Champion, Richard",24y 75d,31 (4-1-26 14.52%),12 (0.39),←,
12,"Clarke, Troy",23y 20d,24 (3-1-20 14.58%),12 (0.50),←,
4,"Gastev, John",27y 322d,103 (33-1-69 32.52%),66 (0.64),73 (16-1-56 22.60%),35 (0.48)
34,"Green, Ashley",19y 83d,12 (2-1-9 20.83%),1 (0.08),←,
14,"Hamilton, Shane",21y 315d,50 (14-0-36 28.00%),60 (1.20),23 (2-0-21 8.70%),20 (0.87)
32,"Hart, Shaun",21y 42d,28 (6-1-21 23.21%),4 (0.14),←,
11,"Hutton, John",26y 33d,12 (2-1-9 20.83%),30 (2.50),←,
41,"Kennedy, Matthew",22y 145d,30 (4-0-26 13.33%),7 (0.23),←,
17,"Leslie, Martin",29y 224d,65 (13-1-51 20.77%),6 (0.09),←,
40,"McLuckie, Steven",19y 137d,10 (2-1-7 25.00%),8 (0.80),←,
24,"Merrett, Roger",32y 70d,235 (117-3-115 50.43%),256 (1.09),86 (20-1-65 23.84%),108 (1.26)
26,"Noonan, Danny",23y 212d,31 (4-1-26 14.52%),15 (0.48),←,
27,"Rendell, Matthew",33y 71d,169 (88-1-80 52.37%),102 (0.60),5 (1-0-4 20.00%),1 (0.20)
6,"Retzlaff, Brendon",23y 67d,9 (2-1-6 27.78%),1 (0.11),←,
23,"Schache, Laurence",24y 255d,25 (3-1-21 14.00%),61 (2.44),←,
33,"White, Darryl",19y 16d,13 (2-1-10 19.23%),8 (0.62),←,
21,"Zanotti, Mark",27y 233d,93 (27-0-66 29.03%),9 (0.10),57 (10-0-47 17.54%),3 (0.05)
Totals,Totals,24y 250d,1140 (366-19-755 32.11%),755 (0.66),,
C,"Walls, Robert",41y 343d,235 (120-2-113 51.49%),,36 (5-1-30 15.28%),
