St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Armitage, David",21,5,24,45,1,,,5.0,3.0,5.0,8.0,9.0,1.0,3.0,3.0,16.0,30.0,,,,4.0,,80.0
15,"Billings, Jack",15,7,7,22,4,2.0,,4.0,2.0,7.0,1.0,,,,2.0,7.0,14.0,1.0,2.0,1.0,,2.0,84.0
27,"Bruce, Josh",6,3,4,10,1,3.0,,1.0,,,,1.0,2.0,1.0,,3.0,7.0,,3.0,,,,93.0
21,"Delaney, Luke",5,5,7,12,,,,2.0,3.0,,,1.0,,1.0,,3.0,8.0,,,5.0,,,99.0
24,"Dempster, Sean",14,7,6,20,,,,,7.0,,1.0,2.0,,1.0,,7.0,11.0,1.0,1.0,5.0,1.0,,89.0
7,"Dunstan, Luke",12,1,7,19,1,,,4.0,2.0,3.0,9.0,4.0,2.0,1.0,,12.0,7.0,,,,,,78.0
25,"Fisher, Sam",19,13,7,26,,,1.0,4.0,4.0,2.0,,3.0,,1.0,,4.0,20.0,2.0,,3.0,,,94.0
14,"Geary, Jarryn",10,6,9,19,,,,1.0,5.0,1.0,,5.0,1.0,3.0,,6.0,13.0,1.0,,3.0,,,87.0
1,"Hickey, Tom",9,6,3,12,2,,5.0,2.0,,2.0,,1.0,1.0,1.0,,7.0,6.0,2.0,2.0,5.0,,,91.0
18,"Longer, Billy",2,2,4,6,,,37.0,2.0,,,1.0,2.0,,1.0,,3.0,3.0,1.0,,2.0,,,88.0
37,"Lonie, Jack",8,3,3,11,1,,,2.0,,3.0,,2.0,1.0,,,3.0,8.0,,2.0,1.0,,,80.0
36,"McKenzie, Daniel",8,4,11,19,,,,4.0,3.0,2.0,1.0,2.0,1.0,1.0,,8.0,11.0,1.0,,,2.0,,78.0
11,"Montagna, Leigh",10,4,17,27,,,,2.0,3.0,3.0,3.0,5.0,1.0,1.0,,10.0,17.0,,,1.0,7.0,,83.0
16,"Newnes, Jack",6,4,11,17,,,,6.0,1.0,1.0,1.0,2.0,,1.0,,6.0,12.0,,,3.0,,,78.0
12,"Riewoldt, Nick",11,9,10,21,1,,4.0,1.0,1.0,1.0,2.0,1.0,,,,4.0,17.0,,2.0,1.0,,,91.0
17,"Roberton, Dylan",9,6,8,17,,,1.0,2.0,1.0,,,,1.0,,,7.0,7.0,1.0,,2.0,2.0,,85.0
5 ↓,"Savage, Shane",,,5,5,,,,2.0,,,,,,,,3.0,2.0,,,,,,13.0
13,"Schneider, Adam",10,8,12,22,1,,,1.0,2.0,7.0,2.0,,,,,7.0,17.0,,2.0,4.0,,,81.0
40 ↑,"Sinclair, Jack",8,4,5,13,2,1.0,,1.0,,2.0,2.0,,,,,6.0,7.0,,1.0,,,2.0,66.0
3,"Steven, Jack",25,11,7,32,,2.0,,5.0,3.0,7.0,3.0,3.0,1.0,1.0,,8.0,25.0,,1.0,1.0,,2.0,84.0
29,"Webster, Jimmy",11,3,4,15,,,,1.0,3.0,1.0,,3.0,2.0,,,4.0,9.0,,,3.0,,1.0,89.0
44,"Weller, Maverick",4,3,7,11,,,,7.0,1.0,,1.0,2.0,2.0,2.0,,2.0,9.0,,,,,,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,223,114,178,401,14,10.0,48.0,59.0,44.0,47.0,35.0,48.0,16.0,19.0,5.0,136.0,260.0,10.0,16.0,40.0,16.0,7.0,
Opposition,Opposition,174,67,149,323,13,9.0,28.0,64.0,29.0,62.0,42.0,48.0,19.0,16.0,1.0,138.0,184.0,14.0,14.0,33.0,8.0,7.0,
