Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",8,3,6,14,1,,,2.0,3.0,1.0,4.0,1.0,1.0,1.0,,8.0,6.0,1.0,,1.0,1.0,,
38,"Baird, John",5,2,1,6,,,,2.0,2.0,,,,,,,2.0,4.0,,,1.0,,,
22,"Burton, Matthew",2,1,5,7,,,12.0,,,1.0,,3.0,,1.0,,5.0,3.0,,,3.0,,,
23,"Clayton, Shane",8,5,6,14,,1.0,,,1.0,2.0,1.0,1.0,,,,6.0,8.0,,1.0,5.0,,,
45,"Cochrane, Stuart",5,2,4,9,,,,2.0,6.0,1.0,1.0,1.0,,1.0,,3.0,5.0,,,4.0,,,
6,"Grant, Shannon",11,4,3,14,,1.0,,3.0,1.0,2.0,2.0,2.0,,1.0,,4.0,12.0,,1.0,2.0,,,
39,"Harding, Leigh",8,4,4,12,3,,,,1.0,2.0,1.0,1.0,,,,5.0,6.0,,2.0,4.0,2.0,,
29,"Harvey, Brent",19,5,6,25,1,2.0,,5.0,1.0,6.0,4.0,2.0,3.0,1.0,2.0,9.0,13.0,1.0,,1.0,9.0,,
21,"Jones, Corey",15,6,3,18,1,2.0,2.0,5.0,,9.0,1.0,8.0,,4.0,,7.0,11.0,1.0,1.0,3.0,,,
34,"King, David",17,9,8,25,1,2.0,,1.0,7.0,5.0,3.0,2.0,,1.0,,8.0,14.0,,2.0,2.0,5.0,,
35,"Makepeace, Troy",14,1,5,19,,,,,4.0,,1.0,1.0,,,,6.0,11.0,,,6.0,5.0,,
4,"Martyn, Mick",8,2,3,11,,,3.0,,1.0,3.0,,3.0,2.0,,,4.0,5.0,,,4.0,,,
5,"McCartney, Jason",4,1,1,5,,,,,,3.0,,,,,,4.0,1.0,,,1.0,,,
44,"Motlop, Shannon",11,5,6,17,,,,,,4.0,,,,,,7.0,10.0,1.0,,2.0,4.0,,
28,"Pickett, Byron",17,6,3,20,6,1.0,1.0,2.0,,4.0,,5.0,1.0,1.0,3.0,7.0,12.0,,2.0,1.0,5.0,,
17,"Porter, Mark",5,3,4,9,1,,11.0,,,4.0,5.0,1.0,2.0,,,6.0,2.0,1.0,1.0,6.0,,,
30,"Robbins, Ben",7,5,11,18,,,,4.0,,5.0,4.0,1.0,,,,7.0,11.0,,,2.0,,,
26,"Rocca, Saverio",7,5,3,10,2,2.0,3.0,,1.0,2.0,,3.0,,1.0,,2.0,7.0,,2.0,3.0,4.0,,
7,"Simpson, Adam",20,2,6,26,,1.0,2.0,2.0,3.0,4.0,3.0,3.0,,,,10.0,14.0,,,9.0,,,
9,"Sinclair, Jess",5,2,2,7,,,,2.0,2.0,1.0,,,,,,2.0,6.0,,1.0,,3.0,,
10,"Stevens, Anthony",18,5,1,19,,,,1.0,4.0,3.0,2.0,1.0,1.0,1.0,,2.0,16.0,,,4.0,8.0,,
36,"Watt, Shannon",1,1,1,2,,,,,,1.0,,,,,,2.0,1.0,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,215,79,92,307,16,14.0,34.0,31.0,37.0,63.0,32.0,39.0,10.0,13.0,5.0,116.0,178.0,5.0,13.0,64.0,46.0,,
Opposition,Opposition,203,94,90,293,14,13.0,11.0,33.0,42.0,51.0,38.0,42.0,13.0,10.0,1.0,122.0,167.0,16.0,16.0,41.0,10.0,,
