Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Bishop, Matthew",7,3,3,10,,,,3.0,4.0,3.0,,,1.0,,,1.0,10.0,,,2.0,2.0,1.0,100.0
20,"Brogan, Dean",8,8,4,12,2,,12.0,2.0,,3.0,1.0,3.0,1.0,3.0,,4.0,8.0,1.0,2.0,2.0,,1.0,100.0
7,"Burgoyne, Peter",17,5,11,28,2,,,3.0,3.0,3.0,3.0,2.0,,,2.0,6.0,21.0,,1.0,1.0,3.0,,91.0
8,"Burgoyne, Shaun",9,6,6,15,2,1.0,,2.0,,2.0,,,1.0,,,6.0,8.0,1.0,2.0,,,1.0,100.0
9,"Carr, Josh",11,1,6,17,1,,1.0,3.0,2.0,3.0,7.0,1.0,2.0,1.0,,10.0,7.0,,,1.0,,,88.0
25,"Cassisi, Domenic",6,3,4,10,,2.0,,1.0,1.0,1.0,3.0,,1.0,,,8.0,3.0,1.0,1.0,3.0,,1.0,100.0
26,"Cochrane, Stuart",8,5,8,16,,,1.0,,1.0,4.0,1.0,2.0,,2.0,,2.0,13.0,,,4.0,,1.0,77.0
35,"Cornes, Chad",19,8,5,24,,,,1.0,11.0,1.0,,5.0,2.0,2.0,3.0,14.0,11.0,3.0,,2.0,1.0,1.0,100.0
18,"Cornes, Kane",10,5,5,15,,,,1.0,,5.0,1.0,1.0,,1.0,,3.0,12.0,,,,3.0,,89.0
17,"Dew, Stuart",7,2,2,9,2,3.0,,,,3.0,1.0,,,,,3.0,6.0,,1.0,2.0,,1.0,61.0
33,"Ebert, Brett",10,6,4,14,2,,,,,5.0,1.0,1.0,2.0,,,6.0,8.0,,1.0,1.0,,,54.0
29,"Kingsley, Adam",12,5,6,18,1,1.0,,1.0,2.0,6.0,5.0,1.0,2.0,,,7.0,12.0,,1.0,2.0,1.0,1.0,68.0
3,"Montgomery, Brett",7,7,11,18,2,,1.0,,2.0,3.0,1.0,,3.0,,,5.0,13.0,1.0,,3.0,6.0,,86.0
27,"Poulton, Jared",9,1,3,12,1,,,1.0,4.0,,1.0,,,,,7.0,5.0,1.0,,,,,49.0
1,"Primus, Matthew",7,5,5,12,4,1.0,11.0,5.0,,2.0,2.0,4.0,2.0,3.0,,5.0,7.0,,4.0,,,,63.0
31,"Salopek, Steven",9,5,3,12,1,,,2.0,3.0,1.0,2.0,2.0,,1.0,,5.0,7.0,,1.0,1.0,1.0,1.0,54.0
6,"Schofield, Jarrad",10,2,7,17,,,,2.0,5.0,3.0,3.0,2.0,,,,7.0,10.0,,1.0,,,2.0,83.0
28,"Thurstans, Toby",5,6,5,10,,,2.0,6.0,,3.0,,1.0,,,,2.0,8.0,1.0,,,,,78.0
16,"Tredrea, Warren",16,9,5,21,4,3.0,,,,4.0,,3.0,3.0,,1.0,12.0,9.0,2.0,5.0,,,3.0,100.0
2,"Wakelin, Darryl",6,3,1,7,,,,,1.0,1.0,,2.0,1.0,1.0,,2.0,5.0,,,4.0,5.0,,100.0
4,"Wanganeen, Gavin",15,9,11,26,1,,,,2.0,3.0,,2.0,3.0,,,6.0,20.0,,2.0,2.0,8.0,,100.0
21,"Wilson, Michael",9,2,4,13,1,,2.0,4.0,,1.0,2.0,2.0,1.0,2.0,,3.0,7.0,,,1.0,,,58.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,217,106,119,336,26,15.0,30.0,37.0,41.0,60.0,34.0,34.0,25.0,16.0,6.0,124.0,210.0,11.0,22.0,31.0,30.0,14.0,
Opposition,Opposition,167,69,82,249,13,12.0,30.0,41.0,30.0,56.0,33.0,39.0,16.0,25.0,,92.0,143.0,4.0,8.0,40.0,11.0,3.0,
