Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",34y 127d,304 (180-0-124 59.21%),142 (0.47),←,
16,"Brown, Leigh",25y 156d,167 (71-1-95 42.81%),73 (0.44),104 (52-1-51 50.48%),53 (0.51)
27,"Edwards, Aaron",23y 149d,16 (12-0-4 75.00%),13 (0.81),12 (8-0-4 66.67%),11 (0.92)
24,"Firrito, Michael",23y 244d,75 (41-0-34 54.67%),12 (0.16),←,
6,"Grant, Shannon",30y 101d,272 (154-2-116 56.99%),319 (1.17),214 (122-1-91 57.24%),281 (1.31)
15,"Green, Kasey",27y 322d,87 (37-1-49 43.10%),22 (0.25),33 (16-0-17 48.48%),14 (0.42)
31,"Hale, David",23y 68d,71 (32-0-39 45.07%),40 (0.56),←,
4,"Harris, Daniel",25y 80d,108 (55-1-52 51.39%),32 (0.30),←,
29,"Harvey, Brent",29y 76d,233 (132-1-100 56.87%),271 (1.16),←,
21,"Jones, Corey",26y 153d,120 (58-0-62 48.33%),160 (1.33),←,
1,"McIntosh, Hamish",22y 328d,35 (17-0-18 48.57%),14 (0.40),←,
42,"McMahon, Scott",21y 57d,8 (7-0-1 87.50%),8 (1.00),←,
20,"Petrie, Drew",24y 287d,123 (61-1-61 50.00%),98 (0.80),←,
30,"Pratt, Daniel",24y 130d,55 (30-0-25 54.55%),4 (0.07),52 (29-0-23 55.77%),3 (0.06)
3,"Rawlings, Brady",26y 49d,150 (79-0-71 52.67%),53 (0.35),←,
32,"Sansbury, Eddie",23y 245d,31 (11-0-20 35.48%),9 (0.29),←,
7,"Simpson, Adam",31y 163d,259 (153-1-105 59.27%),73 (0.28),←,
9,"Sinclair, Jess",28y 337d,178 (73-1-104 41.29%),68 (0.38),128 (60-1-67 47.27%),42 (0.33)
10,"Smith, Jesse",20y 303d,18 (13-0-5 72.22%),1 (0.06),←,
19,"Swallow, Andrew",20y 57d,29 (15-0-14 51.72%),9 (0.31),←,
36,"Watt, Shannon",26y 245d,123 (64-1-58 52.44%),8 (0.07),←,
44,"Whyman, Djaran",23y 342d,2 (2-0-0 100.00%),4 (2.00),←,
Totals,Totals,25y 232d,2464 (1297-10-1157 52.64%),1433 (0.58),,
C,"Laidley, Dani",40y 124d,106 (53-1-52 50.47%),,←,
