St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
27,"Beveridge, Luke",26y 245d,92 (52-1-39 57.07%),89 (0.97),19 (9-0-10 47.37%),19 (1.00)
2,"Brown, Tony",19y 332d,37 (15-0-22 40.54%),19 (0.51),←,
3,"Burke, Nathan",27y 78d,207 (87-2-118 42.51%),74 (0.36),←,
30,"Coghlan, Glen",22y 270d,25 (9-0-16 36.00%),7 (0.28),←,
42,"Cook, Brett",24y 6d,30 (2-0-28 6.67%),7 (0.23),5 (1-0-4 20.00%),
18,"Cripps, Jason",20y 193d,16 (7-0-9 43.75%),4 (0.25),←,
34,"Daniels, Jayson",26y 65d,158 (48-1-109 30.70%),29 (0.18),100 (35-1-64 35.50%),25 (0.25)
10,"Everitt, Peter",22y 357d,73 (30-1-42 41.78%),113 (1.55),←,
21,"Gray, Troy",24y 58d,56 (14-1-41 25.89%),26 (0.46),5 (1-0-4 20.00%),2 (0.40)
35,"Harvey, Robert",25y 247d,159 (75-2-82 47.80%),93 (0.58),←,
6,"Healy, Daniel",22y 357d,3 (0-0-3 0.00%),1 (0.33),←,
24,"Heatley, Jason",25y 63d,6 (4-0-2 66.67%),17 (2.83),3 (1-0-2 33.33%),9 (3.00)
5,"Jones, Austinn",20y 209d,46 (17-0-29 36.96%),38 (0.83),←,
23,"Loewe, Stewart",28y 337d,218 (92-1-125 42.43%),430 (1.97),←,
1,"Peckett, Justin",24y 202d,76 (28-1-47 37.50%),2 (0.03),←,
31,"Shanahan, Jamie",29y 140d,105 (48-1-56 46.19%),,←,
4,"Smith, Joel",19y 357d,45 (19-0-26 42.22%),35 (0.78),←,
29,"Thompson, Andrew",24y 186d,3 (0-0-3 0.00%),,←,
32,"Traianidis, Jason",22y 169d,16 (6-0-10 37.50%),11 (0.69),←,
7,"Winmar, Nicky",31y 212d,190 (81-1-108 42.89%),247 (1.30),←,
20,"Young, Matthew",24y 220d,45 (20-0-25 44.44%),12 (0.27),24 (11-0-13 45.83%),6 (0.25)
Totals,Totals,24y 188d,1606 (654-12-940 40.72%),1254 (0.78),,
C,"Alves, Stan",50y 338d,71 (26-1-44 37.32%),,←,
