Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
24,"Bolton, Jude",19y 174d,9 (4-0-5 44.44%),3 (0.33),←,
8,"Cresswell, Daryn",28y 106d,163 (67-1-95 41.41%),131 (0.80),←,
28,"Crouch, Jared",21y 184d,41 (21-0-20 51.22%),6 (0.15),←,
6,"Dunkley, Andrew",31y 68d,162 (67-2-93 41.98%),9 (0.06),←,
10,"Filandia, Peter",29y 114d,80 (41-1-38 51.88%),51 (0.64),67 (34-1-32 51.49%),37 (0.55)
37,"Goodes, Adam",19y 240d,20 (9-0-11 45.00%),19 (0.95),←,
14,"Kelly, Paul",30y 39d,197 (72-3-122 37.31%),164 (0.83),←,
31,"Kirk, Brett",22y 315d,5 (2-0-3 40.00%),5 (1.00),←,
3,"Lewis, Dale",30y 124d,161 (57-2-102 36.02%),174 (1.08),←,
4,"Lockett, Tony",33y 180d,278 (124-1-153 44.78%),1357 (4.88),95 (56-1-38 59.47%),459 (4.83)
34,"Luff, Troy",29y 287d,122 (57-2-63 47.54%),73 (0.60),←,
36,"Mathews, Ben",20y 280d,21 (11-0-10 52.38%),5 (0.24),←,
11,"Maxfield, Stuart",27y 149d,181 (91-2-88 50.83%),112 (0.62),92 (56-1-35 61.41%),47 (0.51)
23,"Nicks, Matthew",24y 115d,73 (42-0-31 57.53%),27 (0.37),←,
16,"OConnor, Ryan",25y 70d,80 (39-3-38 50.63%),48 (0.60),17 (7-0-10 41.18%),1 (0.06)
19,"OLoughlin, Michael",22y 197d,101 (58-1-42 57.92%),125 (1.24),←,
22,"Saddington, Jason",19y 317d,45 (24-0-21 53.33%),18 (0.40),←,
2,"Schwass, Wayne",30y 282d,229 (126-0-103 55.02%),129 (0.56),45 (25-0-20 55.56%),32 (0.71)
7,"Seymour, Brad",23y 125d,93 (48-1-44 52.15%),7 (0.08),←,
1,"Stafford, Greg",25y 9d,90 (41-1-48 46.11%),25 (0.28),←,
20,"Stevens, John",28y 82d,56 (32-0-24 57.14%),29 (0.52),←,
33,"Warfe, Rowan",23y 74d,73 (28-0-45 38.36%),3 (0.04),47 (27-0-20 57.45%),2 (0.04)
Totals,Totals,25y 277d,2280 (1061-20-1199 46.54%),2520 (1.11),,
C,"Eade, Rodney",41y 154d,95 (56-1-38 59.47%),,←,
