Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Bonar, Aiden",3,2,2,5,1,,,4.0,,1.0,1.0,2.0,1.0,2.0,,4.0,2.0,1.0,1.0,,,,73.0
21,"Buntine, Matt",8,5,5,13,,,,1.0,2.0,3.0,,2.0,1.0,1.0,,4.0,8.0,,,4.0,,,80.0
18,"Cameron, Jeremy",5,2,3,8,1,1.0,,6.0,,1.0,,3.0,2.0,1.0,,6.0,5.0,,1.0,,,1.0,92.0
3,"Coniglio, Stephen",15,4,6,21,1,1.0,,4.0,2.0,2.0,5.0,1.0,2.0,,,11.0,11.0,1.0,2.0,1.0,,,85.0
16,"Daniels, Brent",3,1,5,8,,,,1.0,,,,2.0,1.0,1.0,,1.0,7.0,,,1.0,,,64.0
1,"Davis, Phil",8,2,5,13,,1.0,,1.0,2.0,1.0,2.0,4.0,3.0,3.0,,10.0,3.0,,,9.0,,,76.0
31,"Finlayson, Jeremy",9,3,2,11,,,,1.0,2.0,3.0,,7.0,,4.0,,5.0,5.0,1.0,,2.0,,,79.0
32,"Griffen, Ryan",3,1,4,7,,,,1.0,,2.0,,1.0,,,,4.0,3.0,,,2.0,,1.0,50.0
19,"Haynes, Nick",14,9,4,18,,,,1.0,5.0,2.0,,1.0,,,,8.0,10.0,4.0,,1.0,2.0,,83.0
27,"Himmelberg, Harry",9,5,2,11,2,1.0,,1.0,,2.0,,1.0,,,,8.0,3.0,3.0,3.0,3.0,,,90.0
2,"Hopper, Jacob",9,1,11,20,,,,1.0,1.0,2.0,1.0,2.0,,2.0,,6.0,15.0,,,1.0,,,82.0
25,"Keeffe, Lachlan",5,1,3,8,,,,1.0,,3.0,,3.0,,1.0,,2.0,5.0,,,6.0,,,90.0
40,"Kennedy, Adam",13,5,4,17,,,,2.0,4.0,5.0,1.0,2.0,,,,7.0,12.0,1.0,,8.0,2.0,,89.0
17,"Langdon, Zac",7,3,3,10,,1.0,,6.0,1.0,2.0,,2.0,,1.0,,3.0,6.0,,,,,,80.0
38,"Lloyd, Daniel",8,2,5,13,2,,,4.0,1.0,1.0,,,1.0,,,6.0,6.0,,1.0,1.0,,2.0,86.0
37,"Lobb, Rory",5,2,2,7,,1.0,38.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,,6.0,4.0,,,7.0,,,92.0
36,"Perryman, Harry",7,1,11,18,,,,5.0,2.0,1.0,1.0,3.0,1.0,2.0,,11.0,8.0,,,1.0,,,73.0
5,"Shiel, Dylan",20,4,13,33,1,1.0,,2.0,3.0,3.0,7.0,4.0,1.0,,,13.0,20.0,,1.0,3.0,,,81.0
14,"Taranto, Tim",15,8,15,30,,1.0,,6.0,1.0,5.0,4.0,5.0,1.0,2.0,,12.0,14.0,2.0,,2.0,,,91.0
20,"Tomlinson, Adam",15,12,6,21,,,1.0,2.0,4.0,2.0,1.0,5.0,,,,7.0,14.0,1.0,,1.0,,,90.0
8,"Ward, Callan",15,7,12,27,,,6.0,8.0,2.0,3.0,8.0,3.0,1.0,2.0,,13.0,15.0,,,1.0,,,80.0
6,"Whitfield, Lachie",12,2,5,17,,,,5.0,4.0,3.0,,,,,,1.0,13.0,,,,1.0,,93.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,208,82,128,336,8,12.0,45.0,66.0,39.0,49.0,34.0,56.0,16.0,24.0,,148.0,189.0,14.0,9.0,54.0,5.0,4.0,
Opposition,Opposition,210,78,161,371,11,14.0,37.0,76.0,40.0,55.0,41.0,58.0,24.0,16.0,6.0,158.0,211.0,12.0,12.0,49.0,8.0,9.0,
