Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
11,"Aish, James",28y 171d,170 (77-1-92 45.59%),33 (0.19),88 (44-1-43 50.57%),10 (0.11)
41,"Banfield, Bailey",26y 61d,82 (38-1-43 46.95%),51 (0.62),←,
8,"Brayshaw, Andrew",24y 171d,130 (60-1-69 46.54%),45 (0.35),←,
5,"Chapman, Heath",22y 87d,27 (16-1-10 61.11%),1 (0.04),←,
6,"Clark, Jordan",23y 194d,86 (51-1-34 59.88%),19 (0.22),54 (30-1-23 56.48%),4 (0.07)
4,"Darcy, Sean",25y 320d,100 (45-1-54 45.50%),38 (0.38),←,
37,"Draper, Josh",20y 78d,6 (3-0-3 50.00%),,←,
18,"Emmett, Tom",22y 149d,9 (5-0-4 55.56%),8 (0.89),←,
32,"Frederick, Michael",23y 346d,63 (37-1-25 59.52%),69 (1.10),←,
7,"Fyfe, Nat",32y 222d,225 (118-2-105 52.89%),175 (0.78),←,
9,"Jackson, Luke",22y 211d,82 (51-1-30 62.80%),60 (0.73),30 (14-0-16 46.67%),30 (1.00)
44,"Johnson, Matthew",21y 42d,25 (11-0-14 44.00%),5 (0.20),←,
2,"OMeara, Jaeger",30y 64d,170 (75-2-93 44.71%),77 (0.45),27 (12-0-15 44.44%),7 (0.26)
25,"Pearce, Alex",28y 323d,114 (54-1-59 47.81%),4 (0.04),←,
13,"Ryan, Luke",28y 81d,139 (65-1-73 47.12%),3 (0.02),←,
3,"Serong, Caleb",23y 78d,87 (45-1-41 52.30%),19 (0.22),←,
14,"Sharp, Jeremy",22y 258d,30 (12-0-18 40.00%),10 (0.33),7 (4-0-3 57.14%),3 (0.43)
29,"Simpson, Cooper",19y 74d,1 (1-0-0 100.00%),,←,
35,"Treacy, Josh",21y 267d,43 (24-0-19 55.81%),43 (1.00),←,
38,"Voss, Patrick",20y 303d,1 (1-0-0 100.00%),1 (1.00),←,
31,"Walker, Brandon",21y 193d,51 (29-1-21 57.84%),1 (0.02),←,
10,"Walters, Michael",33y 111d,229 (115-2-112 50.66%),355 (1.55),←,
26,"Young, Hayden",23y 16d,64 (33-1-30 52.34%),3 (0.05),←,
Totals,Totals,24y 230d,1934 (966-19-949 49.95%),1020 (0.53),,
C,"Longmuir, Justin",43y 97d,91 (45-1-45 50.00%),,←,
