Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
30,"Bayes, Mark",26y 20d,155 (68-2-85 44.52%),118 (0.76),←,
13,"Brunton, Neil",24y 91d,26 (4-1-21 17.31%),4 (0.15),←,
21,"Bryce, Paul",24y 266d,75 (33-2-40 45.33%),29 (0.39),1 (0-0-1 0.00%),
12,"Considine, Ed",24y 197d,50 (32-0-18 64.00%),13 (0.26),1 (0-0-1 0.00%),1 (1.00)
5,"Daniels, Jayson",22y 44d,75 (25-1-49 34.00%),19 (0.25),1 (0-0-1 0.00%),
6,"Dunkley, Andrew",24y 279d,19 (2-1-16 13.16%),,←,
20,"Hutton, John",26y 313d,19 (4-1-14 23.68%),45 (2.37),1 (0-0-1 0.00%),2 (2.00)
36,"Irvin, Nathan",20y 63d,1 (0-0-1 0.00%),,←,
11,"Kappler, Darren",28y 71d,104 (33-0-71 31.73%),74 (0.71),17 (3-0-14 17.65%),23 (1.35)
14,"Kelly, Paul",23y 250d,53 (11-2-40 22.64%),24 (0.45),←,
1,"Lawson, Jamie",21y 181d,35 (9-2-24 28.57%),21 (0.60),←,
3,"Lewis, Dale",23y 335d,45 (10-2-33 24.44%),47 (1.04),←,
33,"Malakellis, Tony",23y 11d,15 (5-0-10 33.33%),14 (0.93),1 (0-0-1 0.00%),2 (2.00)
4,"McRae, Dean",24y 143d,82 (34-1-47 42.07%),25 (0.30),1 (0-0-1 0.00%),
35,"Murphy, David",30y 224d,146 (61-0-85 41.78%),88 (0.60),←,
44,"Osborne, Richard",28y 292d,188 (80-0-108 42.55%),414 (2.20),1 (0-0-1 0.00%),3 (3.00)
15,"Strooper, David",25y 38d,66 (17-1-48 26.52%),73 (1.11),23 (3-1-19 15.22%),45 (1.96)
2,"Tunbridge, Brad",29y 68d,46 (10-2-34 23.91%),16 (0.35),←,
10,"Watters, Scott",24y 69d,47 (30-2-15 65.96%),13 (0.28),1 (0-0-1 0.00%),
9,"Werner, Michael",23y 298d,41 (26-0-15 63.41%),61 (1.49),1 (0-0-1 0.00%),1 (1.00)
Totals,Totals,24y 364d,1288 (494-20-774 38.35%),1098 (0.85),,
C,"Buckenara, Gary",34y 275d,23 (3-1-19 15.22%),,←,
