Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
30,"Atkins, Tom",29y 198d,131 (85-1-45 65.27%),18 (0.14),←,
12,"Bowes, Jack",27y 68d,126 (45-2-79 36.51%),33 (0.26),43 (24-1-18 56.98%),19 (0.44)
5,"Cameron, Jeremy",32y 3d,258 (134-3-121 52.52%),655 (2.54),87 (57-0-30 65.52%),228 (2.62)
40,"Clohesy, Ted",20y 210d,6 (2-0-4 33.33%),2 (0.33),←,
45,"Close, Brad",26y 248d,105 (70-1-34 67.14%),92 (0.88),←,
35,"Dangerfield, Patrick",34y 364d,341 (204-2-135 60.12%),342 (1.00),187 (123-2-62 66.31%),179 (0.96)
16,"De Koning, Sam",24y 37d,66 (44-1-21 67.42%),6 (0.09),←,
28,"Dempsey, Oliver",22y 87d,36 (21-0-15 58.33%),29 (0.81),←,
39,"Guthrie, Zach",26y 278d,106 (66-2-38 63.21%),14 (0.13),←,
38,"Henry, Jack",26y 218d,147 (97-1-49 66.33%),24 (0.16),←,
36,"Henry, Oliver",22y 249d,74 (41-1-32 56.08%),110 (1.49),49 (27-1-21 56.12%),82 (1.67)
9,"Holmes, Max",22y 218d,80 (50-1-29 63.13%),38 (0.47),←,
17,"Humphries, Lawson",22y 70d,15 (10-0-5 66.67%),1 (0.07),←,
7,"Mannagh, Shaun",27y 241d,13 (10-0-3 76.92%),16 (1.23),←,
32,"Miers, Gryan",26y 5d,135 (87-1-47 64.81%),101 (0.75),←,
34,"Mullin, Oisin",25y 52d,22 (10-0-12 45.45%),,←,
33,"Neale, Shannon",22y 253d,24 (14-0-10 58.33%),28 (1.17),←,
42,"OConnor, Mark",28y 77d,126 (82-0-44 65.08%),9 (0.07),←,
14,"OSullivan, Connor",19y 320d,5 (3-0-2 60.00%),,←,
3,"Smith, Bailey",24y 118d,106 (61-0-45 57.55%),45 (0.42),3 (2-0-1 66.67%),1 (0.33)
1,"Stanley, Rhys",34y 124d,211 (122-2-87 58.29%),110 (0.52),153 (101-2-50 66.67%),70 (0.46)
18,"Stengle, Tyson",26y 167d,89 (51-1-37 57.87%),148 (1.66),73 (46-1-26 63.70%),133 (1.82)
44,"Stewart, Tom",32y 20d,174 (113-1-60 65.23%),5 (0.03),←,
Totals,Totals,26y 110d,2396 (1422-20-954 59.35%),1826 (0.76),,
C,"Scott, Chris",48y 336d,338 (228-3-107 67.90%),,←,
