Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Bradley, Kepler",5,4,10,15,,,6.0,,,2.0,2.0,1.0,1.0,1.0,,5.0,11.0,1.0,1.0,1.0,,1.0,74.0
36,"Browne, Andrew",7,2,6,13,,2.0,,7.0,,2.0,2.0,1.0,1.0,1.0,,4.0,10.0,,1.0,1.0,3.0,,68.0
15,"Crowley, Ryan",6,3,5,11,,1.0,,1.0,,,1.0,4.0,1.0,3.0,,4.0,9.0,,1.0,,,,94.0
25,"Dodd, Steven",10,6,18,28,,,,3.0,5.0,2.0,,4.0,2.0,1.0,,11.0,17.0,1.0,,2.0,,,96.0
9,"Drum, Marcus",5,5,7,12,,,,2.0,1.0,1.0,,,1.0,,,2.0,10.0,,,2.0,,,77.0
41,"Duffield, Paul",16,4,10,26,,,,2.0,4.0,4.0,,6.0,2.0,2.0,,5.0,22.0,,,1.0,4.0,,91.0
14,"Grover, Antoni",3,2,7,10,,,,2.0,1.0,,,1.0,1.0,1.0,,5.0,5.0,,,1.0,,1.0,94.0
4,"Hasleby, Paul",7,5,11,18,,1.0,,2.0,,6.0,6.0,1.0,,1.0,,8.0,10.0,1.0,1.0,,,,56.0
42,"Head, Josh",13,6,2,15,,1.0,,4.0,4.0,4.0,1.0,4.0,1.0,1.0,,2.0,10.0,,,2.0,3.0,,95.0
32,"Hill, Stephen",2,1,7,9,1,,,1.0,,1.0,2.0,,1.0,,,4.0,5.0,,,2.0,,,78.0
5,"Ibbotson, Garrick",7,3,12,19,,,,1.0,1.0,,2.0,1.0,,,,6.0,12.0,,,4.0,1.0,,86.0
37,"Johnson, Michael",12,7,2,14,2,1.0,,1.0,,4.0,1.0,5.0,1.0,1.0,,8.0,6.0,2.0,1.0,2.0,,,94.0
18,"McPharlin, Luke",10,6,4,14,1,2.0,,3.0,,4.0,,2.0,2.0,,,4.0,9.0,,2.0,1.0,,1.0,92.0
16,"Mundy, David",6,2,8,14,,,,5.0,,,2.0,2.0,,2.0,,6.0,8.0,,,1.0,,1.0,90.0
28,"Murphy, Ryan",4,3,4,8,2,,,2.0,1.0,,1.0,3.0,,1.0,,3.0,5.0,1.0,2.0,1.0,,1.0,62.0
10,"Palmer, Rhys",12,2,14,26,1,,,4.0,1.0,2.0,4.0,6.0,1.0,1.0,,9.0,17.0,,,,,,64.0
29,"Pavlich, Matthew",8,1,12,20,1,2.0,,5.0,1.0,2.0,1.0,3.0,2.0,1.0,,7.0,11.0,,,1.0,,,93.0
7,"Peake, Brett",9,5,4,13,3,1.0,,5.0,,3.0,,2.0,,2.0,,2.0,11.0,1.0,2.0,1.0,5.0,,74.0
31,"Sandilands, Aaron",1,3,17,18,,,25.0,3.0,,2.0,6.0,1.0,3.0,1.0,,13.0,5.0,2.0,,5.0,,,90.0
3,"Schammer, Byron",11,3,10,21,1,,,6.0,1.0,6.0,3.0,2.0,,1.0,,7.0,14.0,,,,,1.0,81.0
8,"Suban, Nick",6,2,3,9,1,,,3.0,,4.0,,2.0,,,,2.0,7.0,,,2.0,,1.0,55.0
20,"Tarrant, Chris",5,1,7,12,,,,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,7.0,3.0,,,11.0,,,94.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,165,76,180,345,13,16.0,31.0,65.0,22.0,51.0,35.0,52.0,21.0,22.0,,124.0,217.0,9.0,11.0,41.0,16.0,7.0,
Opposition,Opposition,212,101,234,446,25,7.0,22.0,49.0,32.0,49.0,41.0,49.0,22.0,21.0,6.0,133.0,305.0,7.0,17.0,37.0,17.0,20.0,
