Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
25,"Bode, Matthew",18y 286d,3 (1-0-2 33.33%),2 (0.67),←,
5,"Bond, Shane",22y 276d,59 (35-1-23 60.17%),27 (0.46),25 (11-1-13 46.00%),7 (0.28)
26,"Burgoyne, Peter",20y 72d,18 (8-1-9 47.22%),17 (0.94),←,
6,"Cummings, Scott",24y 83d,64 (36-3-25 58.59%),163 (2.55),24 (11-1-12 47.92%),80 (3.33)
19,"Dickie, Donald",25y 338d,25 (11-1-13 46.00%),6 (0.24),←,
11,"Eagleton, Nathan",19y 152d,21 (9-1-11 45.24%),17 (0.81),←,
17,"Fiegert, Nigel",22y 73d,7 (3-0-4 42.86%),3 (0.43),←,
8,"Francis, Fabian",24y 169d,40 (16-1-23 41.25%),22 (0.55),17 (9-1-7 55.88%),5 (0.29)
10,"Francou, Josh",23y 247d,25 (11-1-13 46.00%),17 (0.68),←,
39,"Heuskes, Adam",22y 22d,74 (36-1-37 49.32%),6 (0.08),25 (11-1-13 46.00%),
29,"Kingsley, Adam",22y 234d,15 (8-0-7 53.33%),4 (0.27),←,
20,"Lade, Brendon",21y 275d,25 (11-1-13 46.00%),19 (0.76),←,
9,"Lyle, Brayden",25y 36d,49 (24-1-24 50.00%),10 (0.20),23 (10-1-12 45.65%),5 (0.22)
33,"Mead, Darren",27y 13d,25 (11-1-13 46.00%),2 (0.08),←,
13,"Morton, Danny",24y 284d,33 (5-0-28 15.15%),17 (0.52),3 (1-0-2 33.33%),
4,"Naish, Chris",26y 196d,146 (60-1-85 41.44%),214 (1.47),3 (1-0-2 33.33%),2 (0.67)
14,"Paxman, Stephen",27y 128d,127 (33-1-93 26.38%),18 (0.14),25 (11-1-13 46.00%),
30,"Poole, Darryl",26y 10d,13 (5-0-8 38.46%),9 (0.69),←,
2,"Primus, Matthew",23y 89d,45 (12-1-32 27.78%),12 (0.27),25 (11-1-13 46.00%),7 (0.28)
16,"Tredrea, Warren",19y 108d,4 (1-0-3 25.00%),5 (1.25),←,
1,"Wanganeen, Gavin",24y 297d,148 (83-4-61 57.43%),78 (0.53),21 (10-1-10 50.00%),15 (0.71)
15,"Wilson, Michael",21y 141d,25 (11-1-13 46.00%),14 (0.56),←,
Totals,Totals,23y 127d,991 (430-21-540 43.39%),682 (0.69),,
C,"Cahill, John",57y 349d,72 (38-1-33 53.47%),,25 (11-1-13 46.00%),
