Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
17,"Barwick, Doug",28y 109d,123 (64-1-58 52.44%),187 (1.52),47 (29-1-17 62.77%),59 (1.26)
26,"Brown, Gavin",22y 243d,67 (36-1-30 54.48%),38 (0.57),←,
28,"Crosisca, Gavin",21y 253d,58 (35-1-22 61.21%),23 (0.40),←,
35,"Daicos, Peter",28y 248d,190 (107-2-81 56.84%),349 (1.84),←,
3,"Gayfer, Michael",24y 282d,74 (41-0-33 55.41%),1 (0.01),←,
23,"Kelly, Craig",23y 344d,23 (11-0-12 47.83%),17 (0.74),←,
44,"Kerrison, Shane",25y 59d,76 (42-1-33 55.92%),9 (0.12),←,
30,"Manson, James",23y 205d,71 (38-1-32 54.23%),60 (0.85),←,
34,"McGuane, Mick",22y 148d,48 (27-1-20 57.29%),17 (0.35),←,
5,"McKeown, Ron",23y 16d,70 (36-1-33 52.14%),54 (0.77),←,
42,"Millane, Darren",24y 290d,112 (60-1-51 54.02%),57 (0.51),←,
1,"Monkhorst, Damian",20y 278d,23 (14-0-9 60.87%),1 (0.04),←,
7,"Morwood, Shane",28y 176d,145 (84-1-60 58.28%),78 (0.54),128 (75-1-52 58.98%),65 (0.51)
13,"Richardson, Alan",25y 9d,11 (6-0-5 54.55%),4 (0.36),←,
29,"Russell, Scott",20y 19d,9 (6-0-3 66.67%),5 (0.56),←,
22,"Shaw, Tony",29y 307d,229 (127-1-101 55.68%),135 (0.59),←,
27,"Starcevich, Craig",23y 10d,54 (29-1-24 54.63%),76 (1.41),←,
6,"Tuddenham, Paul",22y 254d,29 (17-0-12 58.62%),26 (0.90),←,
24,"Turner, Jamie",27y 287d,110 (59-1-50 54.09%),20 (0.18),←,
19,"Wright, Graham",21y 354d,46 (28-1-17 61.96%),59 (1.28),←,
Totals,Totals,24y 158d,1568 (867-15-686 55.29%),1216 (0.78),,
C,"Matthews, Leigh",38y 86d,97 (53-1-43 55.15%),,←,
