North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Adams, Leigh",11,5,4,15,,,,4.0,1.0,8.0,,,,,,1.0,14.0,,,,,1.0,77.0
18,"Atley, Shaun",11,3,4,15,,,,1.0,1.0,,2.0,2.0,1.0,,,5.0,10.0,,,1.0,1.0,,82.0
3,"Bastinac, Ryan",12,3,4,16,,1.0,,,3.0,4.0,5.0,4.0,,1.0,,9.0,8.0,,,1.0,,,80.0
10,"Cunnington, Ben",13,5,10,23,2,,,4.0,1.0,2.0,9.0,2.0,1.0,,,16.0,7.0,1.0,2.0,,,1.0,78.0
11,"Firrito, Michael",14,5,5,19,,,,1.0,3.0,2.0,1.0,3.0,1.0,1.0,,3.0,16.0,1.0,,2.0,1.0,,92.0
43,"Gibson, Sam",10,7,11,21,,,,,1.0,2.0,1.0,3.0,,,,3.0,18.0,,,,,,75.0
22,"Goldstein, Todd",9,5,3,12,1,,39.0,4.0,1.0,1.0,3.0,2.0,5.0,,,7.0,5.0,,,3.0,,,97.0
17,"Grima, Nathan",8,6,7,15,,,,2.0,2.0,1.0,,1.0,,,,6.0,10.0,1.0,,11.0,,,90.0
6,"Hansen, Lachlan",10,4,1,11,2,1.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,9.0,,2.0,1.0,,,91.0
23 ↓,"Harper, Kieran",5,1,1,6,,1.0,,7.0,1.0,1.0,1.0,1.0,2.0,1.0,,2.0,4.0,,,,,1.0,49.0
26,"Hine, Taylor",7,3,6,13,,,,3.0,1.0,,,1.0,,,,3.0,9.0,,,,,,87.0
34,"Macmillan, Jamie",12,7,7,19,1,,,2.0,5.0,5.0,3.0,1.0,1.0,1.0,,4.0,15.0,1.0,,1.0,,,85.0
42,"McMahon, Scott",9,5,8,17,,,,2.0,,1.0,1.0,1.0,2.0,1.0,,11.0,6.0,3.0,,8.0,,1.0,91.0
41,"Mullett, Aaron",20,6,6,26,,1.0,,2.0,3.0,4.0,,3.0,2.0,1.0,,10.0,15.0,,,,2.0,1.0,89.0
20,"Petrie, Drew",4,3,2,6,,,,2.0,,3.0,,1.0,1.0,1.0,,4.0,2.0,2.0,,3.0,,1.0,100.0
9,"Swallow, Andrew",18,3,10,28,,,,11.0,2.0,4.0,13.0,7.0,2.0,2.0,,20.0,7.0,,,1.0,,,77.0
25,"Tarrant, Robbie",5,3,2,7,2,1.0,3.0,1.0,,,,3.0,,3.0,,1.0,6.0,,2.0,1.0,,,100.0
12,"Thomas, Lindsay",5,3,,5,3,1.0,,2.0,,,,1.0,,1.0,,2.0,4.0,,2.0,,,,79.0
16,"Thompson, Scott",12,9,7,19,,,,1.0,3.0,3.0,1.0,3.0,1.0,,,7.0,10.0,4.0,,2.0,,1.0,93.0
8,"Wells, Daniel",13,4,11,24,1,,,4.0,4.0,3.0,4.0,1.0,2.0,,,10.0,16.0,,,3.0,,2.0,83.0
19 ↑,"Wright, Sam",5,2,2,7,1,,,,1.0,2.0,1.0,1.0,,,,3.0,4.0,,1.0,,,,32.0
7,"Ziebell, Jack",7,2,8,15,,,,5.0,1.0,2.0,2.0,6.0,1.0,2.0,,10.0,4.0,1.0,,2.0,,,75.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,8.0,,,,,,,,,,,,,,,,,
Totals,Totals,220,94,119,339,13,14.0,45.0,59.0,35.0,49.0,47.0,48.0,23.0,16.0,,139.0,199.0,14.0,9.0,40.0,4.0,9.0,
Opposition,Opposition,205,71,152,357,20,11.0,57.0,57.0,33.0,58.0,46.0,44.0,16.0,23.0,6.0,148.0,200.0,11.0,8.0,39.0,5.0,15.0,
