Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
24,"Adams, Marcus",28y 318d,64 (41-0-23 64.06%),5 (0.08),37 (27-0-10 72.97%),1 (0.03)
4,"Ah Chee, Callum",24y 217d,93 (46-0-47 49.46%),37 (0.40),48 (38-0-10 79.17%),13 (0.27)
31,"Andrews, Harris",25y 154d,145 (61-0-84 42.07%),10 (0.07),←,
43,"Answerth, Noah",22y 281d,37 (28-0-9 75.68%),2 (0.05),←,
33,"Bailey, Zac",22y 233d,79 (51-0-28 64.56%),76 (0.96),←,
7,"Berry, Jarrod",24y 98d,94 (49-0-45 52.13%),42 (0.45),←,
13,"Berry, Tom",21y 13d,19 (15-0-4 78.95%),3 (0.16),←,
23,"Cameron, Charlie",27y 313d,160 (102-1-57 64.06%),270 (1.69),87 (55-0-32 63.22%),183 (2.10)
18,"Coleman, Keidean",22y 44d,27 (19-0-8 70.37%),10 (0.37),←,
32,"Fort, Darcy",28y 281d,17 (13-0-4 76.47%),12 (0.71),9 (8-0-1 88.89%),6 (0.67)
27,"Gardiner, Darcy",26y 234d,141 (64-0-77 45.39%),5 (0.04),←,
30,"Hipwood, Eric",24y 243d,111 (54-0-57 48.65%),163 (1.47),←,
17,"Lyons, Jarryd",29y 296d,168 (98-0-70 58.33%),83 (0.49),76 (54-0-22 71.05%),34 (0.45)
11,"McCarthy, Lincoln",28y 204d,103 (75-0-28 72.82%),107 (1.04),74 (52-0-22 70.27%),82 (1.11)
6,"McCluggage, Hugh",24y 72d,115 (62-0-53 53.91%),71 (0.62),←,
46,"McInerney, Oscar",27y 308d,87 (55-0-32 63.22%),41 (0.47),←,
9,"Neale, Lachie",28y 355d,204 (112-0-92 54.90%),107 (0.52),69 (47-0-22 68.12%),40 (0.58)
40,"Payne, Jack",22y 211d,17 (9-0-8 52.94%),1 (0.06),←,
20,"Prior, Jaxon",20y 344d,23 (19-0-4 82.61%),7 (0.30),←,
16,"Rayner, Cam",22y 205d,72 (42-0-30 58.33%),67 (0.93),←,
10,"Rich, Daniel",31y 341d,255 (108-1-146 42.55%),113 (0.44),←,
37,"Starcevich, Brandon",22y 294d,56 (39-0-17 69.64%),3 (0.05),←,
15,"Zorko, Dayne",33y 94d,217 (93-0-124 42.86%),214 (0.99),←,
Totals,Totals,25y 288d,2304 (1255-2-1047 54.47%),1449 (0.63),,
C,"Fagan, Chris",60y 325d,120 (64-0-56 53.33%),,←,
