Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
48,"Baker, Liam",6,1,10,16,,1.0,,7.0,,2.0,2.0,2.0,2.0,1.0,,6.0,10.0,,,,,,70.0
38,"Balta, Noah",,,7,7,,,9.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,6.0,2.0,,,2.0,,,63.0
35,"Broad, Nathan",9,3,4,13,,,,3.0,3.0,,,1.0,2.0,,,4.0,8.0,,,1.0,,,88.0
7,"Butler, Dan",6,3,5,11,1,2.0,,,1.0,1.0,,2.0,,1.0,,4.0,8.0,1.0,2.0,,,1.0,91.0
22,"Caddy, Josh",7,3,3,10,1,,,4.0,1.0,2.0,2.0,1.0,,1.0,,4.0,4.0,1.0,1.0,1.0,,,88.0
11,"Castagna, Jason",10,5,4,14,,1.0,,5.0,,5.0,1.0,4.0,1.0,1.0,,6.0,7.0,,,1.0,,,88.0
41,"Chol, Mabior",6,2,2,8,1,1.0,13.0,2.0,1.0,1.0,,2.0,,,,6.0,1.0,1.0,,6.0,,,70.0
5,"Ellis, Brandon",15,7,8,23,,,,4.0,5.0,2.0,2.0,3.0,,1.0,,6.0,17.0,1.0,,3.0,,,87.0
42,"Garthwaite, Ryan",8,5,5,13,,,,4.0,3.0,,,2.0,,,,1.0,12.0,,,8.0,,,98.0
34,"Graham, Jack",8,3,15,23,,,,11.0,1.0,2.0,6.0,4.0,,2.0,,11.0,13.0,,,1.0,,,79.0
2,"Grimes, Dylan",6,8,7,13,,,,3.0,3.0,1.0,,6.0,1.0,4.0,,7.0,7.0,2.0,,8.0,1.0,1.0,89.0
13,"Higgins, Jack",5,,9,14,,,,7.0,,5.0,,3.0,,,,5.0,9.0,,,,,1.0,76.0
14,"Houli, Bachar",11,6,12,23,,,,4.0,4.0,,,3.0,,1.0,,3.0,17.0,,,,2.0,,81.0
19,"Lynch, Tom",10,8,1,11,2,1.0,,1.0,,3.0,,5.0,,3.0,,7.0,4.0,5.0,4.0,3.0,,2.0,96.0
4,"Martin, Dustin",21,9,11,32,2,,,4.0,5.0,5.0,3.0,5.0,,,1.0,7.0,23.0,,,,,,88.0
33,"McIntosh, Kamdyn",6,2,5,11,,,,3.0,,2.0,1.0,2.0,,,,5.0,6.0,,,,,1.0,75.0
37,"Menadue, Connor",9,2,2,11,,,,3.0,4.0,,1.0,2.0,1.0,,,4.0,7.0,,,5.0,2.0,,77.0
45,"Naish, Patrick",10,4,9,19,,,,2.0,5.0,3.0,1.0,,,,,4.0,15.0,,,,,,60.0
3,"Prestia, Dion",20,7,9,29,,2.0,,8.0,2.0,4.0,3.0,5.0,,1.0,,8.0,18.0,,,2.0,,,87.0
17,"Rioli, Daniel",6,3,5,11,2,,,2.0,,3.0,,,1.0,,,2.0,9.0,,1.0,,,,84.0
44,"Stack, Sydney",12,6,10,22,,2.0,,4.0,1.0,5.0,,,,,,7.0,15.0,1.0,,2.0,,,76.0
1,"Vlastuin, Nick",10,6,14,24,,,,4.0,4.0,1.0,1.0,7.0,2.0,,,8.0,14.0,2.0,,7.0,,,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,201,93,157,358,9,14.0,22.0,89.0,44.0,48.0,24.0,60.0,11.0,17.0,1.0,121.0,226.0,14.0,8.0,50.0,5.0,6.0,
Opposition,Opposition,248,101,179,427,15,11.0,62.0,55.0,38.0,60.0,48.0,57.0,17.0,11.0,5.0,161.0,255.0,16.0,13.0,44.0,1.0,9.0,
