Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
15,"Abraham, Winston",24y 319d,83 (51-0-32 61.45%),129 (1.55),45 (33-0-12 73.33%),74 (1.64)
33,"Allison, Brett",31y 80d,214 (119-1-94 55.84%),273 (1.28),←,
14,"Anderson, Brady",24y 63d,23 (16-0-7 69.57%),2 (0.09),←,
11,"Archer, Glenn",26y 143d,157 (103-0-54 65.61%),100 (0.64),←,
26,"Bell, Peter",23y 166d,95 (64-0-31 67.37%),89 (0.94),93 (64-0-29 68.82%),87 (0.94)
12,"Blakey, John",33y 21d,294 (156-0-138 53.06%),96 (0.33),159 (104-0-55 65.41%),58 (0.36)
16,"Capuano, Mathew",23y 346d,63 (48-0-15 76.19%),17 (0.27),←,
18,"Carey, Wayne",28y 79d,202 (125-0-77 61.88%),549 (2.72),←,
23,"Clayton, Shane",20y 294d,38 (17-0-21 44.74%),10 (0.26),20 (15-0-5 75.00%),9 (0.45)
6,"Grant, Shannon",22y 117d,102 (64-1-37 63.24%),107 (1.05),44 (32-0-12 72.73%),69 (1.57)
29,"Harvey, Brent",21y 92d,59 (41-0-18 69.49%),59 (1.00),←,
34,"King, David",27y 160d,127 (85-0-42 66.93%),40 (0.31),←,
4,"Martyn, Mick",30y 348d,237 (140-1-96 59.28%),14 (0.06),←,
5,"McCartney, Jason",25y 153d,117 (64-0-53 54.70%),50 (0.43),42 (30-0-12 71.43%),2 (0.05)
31,"McKernan, Corey",25y 238d,134 (93-0-41 69.40%),148 (1.10),←,
19,"Mooney, Cameron",19y 322d,7 (6-0-1 85.71%),2 (0.29),←,
44,"Motlop, Shannon",20y 361d,2 (2-0-0 100.00%),2 (1.00),←,
28,"Pickett, Byron",22y 3d,46 (33-0-13 71.74%),,←,
13,"Pike, Martin",26y 273d,116 (52-0-64 44.83%),53 (0.46),56 (40-0-16 71.43%),13 (0.23)
7,"Simpson, Adam",23y 179d,85 (62-0-23 72.94%),35 (0.41),←,
10,"Stevens, Anthony",28y 43d,201 (125-0-76 62.19%),96 (0.48),←,
30,"Welsh, Scott",20y 250d,31 (21-0-10 67.74%),21 (0.68),←,
Totals,Totals,25y 18d,2433 (1487-3-943 61.12%),1892 (0.78),,
C,"Pagan, Denis",51y 324d,165 (109-0-56 66.06%),,←,
