Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
11,"Banner, Mitchell",21y 69d,16 (4-0-12 25.00%),11 (0.69),←,
10,"Boak, Travis",23y 12d,87 (36-0-51 41.38%),43 (0.49),←,
5,"Broadbent, Matthew",21y 12d,31 (8-0-23 25.81%),8 (0.26),←,
32,"Butcher, John",20y 41d,1 (0-0-1 0.00%),1 (1.00),←,
27,"Carlile, Alipate",24y 105d,88 (35-0-53 39.77%),4 (0.05),←,
1,"Cassisi, Domenic",28y 325d,181 (93-1-87 51.66%),71 (0.39),←,
30,"Chaplin, Troy",25y 171d,119 (49-1-69 41.60%),10 (0.08),←,
18,"Cornes, Kane",28y 220d,223 (116-1-106 52.24%),81 (0.36),←,
17,"Gray, Robbie",23y 136d,65 (24-0-41 36.92%),94 (1.45),←,
2,"Hitchcock, Cameron",21y 41d,29 (8-0-21 27.59%),29 (1.00),←,
16,"Jacobs, Ben",19y 216d,11 (1-0-10 9.09%),2 (0.18),←,
42,"Jonas, Tom",20y 216d,1 (0-0-1 0.00%),,←,
23,"Lobbe, Matthew",22y 182d,10 (2-0-8 20.00%),,←,
6,"Pearce, Danyle",25y 128d,131 (53-0-78 40.46%),72 (0.55),←,
15,"Rodan, David",27y 309d,163 (60-0-103 36.81%),124 (0.76),98 (41-0-57 41.84%),81 (0.83)
3,"Salopek, Steven",26y 53d,118 (54-0-64 45.76%),51 (0.43),←,
19,"Salter, Nick",24y 14d,21 (6-0-15 28.57%),12 (0.57),←,
28,"Schulz, Jay",26y 117d,100 (34-2-64 35.00%),118 (1.18),29 (10-0-19 34.48%),60 (2.07)
9,"Surjan, Jacob",25y 363d,105 (50-0-55 47.62%),16 (0.15),←,
21,"Thomas, Matt",24y 167d,66 (20-0-46 30.30%),21 (0.32),←,
12,"Trengove, Jackson",20y 284d,38 (9-0-29 23.68%),5 (0.13),←,
39,"Westhoff, Justin",24y 316d,86 (35-0-51 40.70%),111 (1.29),←,
Totals,Totals,23y 325d,1690 (697-5-988 41.24%),884 (0.52),,
C,"Primus, Matthew",36y 213d,26 (7-0-19 26.92%),,←,
