Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",11,6,4,15,,,,,4.0,,2.0,3.0,,1.0,,7.0,9.0,2.0,,4.0,,,
22,"Burton, Matthew",5,2,4,9,,1.0,32.0,1.0,,2.0,4.0,1.0,2.0,1.0,,6.0,3.0,,,2.0,,,
23,"Clayton, Shane",4,3,1,5,,1.0,,2.0,1.0,1.0,,1.0,,1.0,,1.0,4.0,,1.0,1.0,,,
45,"Cochrane, Stuart",5,1,1,6,,,,4.0,,,,1.0,1.0,1.0,,1.0,5.0,,,1.0,1.0,,
2,"Colbert, Leigh",11,7,7,18,,1.0,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,13.0,5.0,2.0,,3.0,,,
6,"Grant, Shannon",10,2,3,13,2,1.0,,1.0,,3.0,2.0,1.0,2.0,1.0,,8.0,6.0,,1.0,,1.0,,
39,"Harding, Leigh",8,2,1,9,6,,,1.0,,2.0,1.0,3.0,1.0,3.0,2.0,5.0,4.0,,1.0,1.0,,,
34,"King, David",14,6,7,21,1,,,3.0,6.0,4.0,3.0,3.0,,1.0,,8.0,12.0,,,2.0,4.0,,
35,"Makepeace, Troy",12,4,4,16,2,1.0,,1.0,,3.0,1.0,1.0,,,,5.0,11.0,,,4.0,,,
4,"Martyn, Mick",6,4,2,8,,,,2.0,2.0,1.0,,2.0,,,,4.0,4.0,2.0,,7.0,2.0,,
32,"Morrell, Digby",2,1,1,3,1,1.0,,,,,,1.0,,1.0,,3.0,,1.0,1.0,1.0,,,
19,"Motlop, Daniel",1,1,1,2,1,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,
20,"Petrie, Drew",3,1,4,7,,,1.0,1.0,,1.0,1.0,2.0,1.0,2.0,,7.0,1.0,1.0,,5.0,,,
28,"Pickett, Byron",8,5,2,10,,,,5.0,,5.0,1.0,3.0,,1.0,,1.0,7.0,,,1.0,,,
17,"Porter, Mark",1,,1,2,,,6.0,,,1.0,1.0,1.0,1.0,1.0,,2.0,,,,1.0,,,
3,"Rawlings, Brady",11,3,2,13,,3.0,,1.0,1.0,4.0,1.0,3.0,1.0,1.0,,5.0,9.0,1.0,1.0,,,,
30,"Robbins, Ben",6,1,3,9,,,,7.0,1.0,1.0,2.0,1.0,,,,5.0,4.0,,,,,,
26,"Rocca, Saverio",6,4,,6,2,3.0,2.0,1.0,,2.0,,,1.0,,,3.0,3.0,2.0,2.0,6.0,,,
7,"Simpson, Adam",15,2,3,18,1,,2.0,5.0,3.0,3.0,8.0,2.0,1.0,1.0,,7.0,10.0,,,4.0,,,
9,"Sinclair, Jess",20,5,4,24,1,,,2.0,5.0,5.0,3.0,1.0,3.0,,1.0,9.0,15.0,2.0,,4.0,4.0,,
10,"Stevens, Anthony",16,6,8,24,,,,7.0,6.0,3.0,5.0,2.0,,1.0,,8.0,15.0,1.0,,1.0,1.0,,
40,"Teague, David",12,5,5,17,,,1.0,1.0,5.0,1.0,4.0,2.0,2.0,1.0,,9.0,8.0,1.0,,5.0,1.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,187,71,68,255,17,13.0,44.0,48.0,35.0,43.0,41.0,36.0,18.0,20.0,6.0,118.0,136.0,15.0,8.0,53.0,14.0,,
Opposition,Opposition,158,70,110,268,7,9.0,26.0,48.0,23.0,47.0,32.0,35.0,20.0,18.0,,107.0,167.0,10.0,11.0,31.0,5.0,,
