Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
11,"Aish, James",28y 157d,168 (76-1-91 45.54%),33 (0.20),86 (43-1-42 50.58%),10 (0.12)
24,"Amiss, Jye",20y 257d,30 (15-0-15 50.00%),55 (1.83),←,
41,"Banfield, Bailey",26y 47d,80 (37-1-42 46.88%),48 (0.60),←,
8,"Brayshaw, Andrew",24y 157d,128 (59-1-68 46.48%),45 (0.35),←,
6,"Clark, Jordan",23y 180d,84 (50-1-33 60.12%),19 (0.23),52 (29-1-22 56.73%),4 (0.08)
37,"Draper, Josh",20y 64d,4 (2-0-2 50.00%),,←,
18,"Emmett, Tom",22y 135d,7 (4-0-3 57.14%),7 (1.00),←,
28,"Erasmus, Neil",20y 133d,21 (10-0-11 47.62%),2 (0.10),←,
7,"Fyfe, Nat",32y 208d,223 (117-2-104 52.91%),174 (0.78),←,
15,"Hughes, Ethan",29y 128d,106 (44-0-62 41.51%),6 (0.06),←,
9,"Jackson, Luke",22y 197d,80 (50-1-29 63.13%),56 (0.70),28 (13-0-15 46.43%),26 (0.93)
44,"Johnson, Matthew",21y 28d,23 (10-0-13 43.48%),4 (0.17),←,
2,"OMeara, Jaeger",30y 50d,168 (74-2-92 44.64%),77 (0.46),25 (11-0-14 44.00%),7 (0.28)
25,"Pearce, Alex",28y 309d,112 (53-1-58 47.77%),4 (0.04),←,
13,"Ryan, Luke",28y 67d,137 (64-1-72 47.08%),3 (0.02),←,
3,"Serong, Caleb",23y 64d,85 (44-1-40 52.35%),19 (0.22),←,
14,"Sharp, Jeremy",22y 244d,28 (11-0-17 39.29%),9 (0.32),5 (3-0-2 60.00%),2 (0.40)
39,"Switkowski, Sam",27y 145d,73 (37-0-36 50.68%),46 (0.63),←,
20,"Taberner, Matthew",30y 301d,124 (59-1-64 47.98%),173 (1.40),←,
35,"Treacy, Josh",21y 253d,41 (23-0-18 56.10%),38 (0.93),←,
31,"Walker, Brandon",21y 179d,49 (28-1-20 58.16%),1 (0.02),←,
10,"Walters, Michael",33y 97d,227 (114-2-111 50.66%),353 (1.56),←,
26,"Young, Hayden",23y 2d,62 (32-1-29 52.42%),2 (0.03),←,
Totals,Totals,25y 116d,2060 (1013-17-1030 49.17%),1174 (0.57),,
C,"Longmuir, Justin",43y 83d,89 (44-1-44 50.00%),,←,
