North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Anderson, Jed",12,5,14,26,,,,7.0,1.0,6.0,1.0,4.0,,1.0,,5.0,21.0,,,1.0,,1.0,71.0
18,"Atley, Shaun",7,4,20,27,,,,,2.0,3.0,2.0,,,,,10.0,17.0,,,,,1.0,87.0
50,"Brown, Ben",12,9,2,14,,4.0,2.0,1.0,,4.0,,4.0,1.0,2.0,,7.0,8.0,3.0,4.0,1.0,,,100.0
10,"Cunnington, Ben",13,2,24,37,,,,4.0,1.0,4.0,7.0,2.0,,1.0,3.0,17.0,20.0,1.0,,1.0,,1.0,79.0
9,"Davies-Uniacke, Luke",4,,11,15,2,,,1.0,,,1.0,,,,,6.0,9.0,,,,,,64.0
14,"Dumont, Trent",12,3,14,26,,,,3.0,1.0,3.0,4.0,5.0,,3.0,,7.0,20.0,,,,,,90.0
24,"Durdin, Sam",11,4,7,18,,,,2.0,2.0,1.0,,3.0,2.0,1.0,,7.0,10.0,,,7.0,,,90.0
22,"Goldstein, Todd",3,1,13,16,,,30.0,,1.0,3.0,4.0,3.0,2.0,2.0,,9.0,8.0,,,4.0,,,88.0
37,"Hayden, Kyron",1,,3,4,,,,5.0,,,,1.0,1.0,1.0,,2.0,2.0,,,1.0,,,41.0
20,"Larkey, Nick",3,1,5,8,1,,1.0,1.0,,,,3.0,2.0,2.0,,4.0,5.0,1.0,1.0,2.0,,,84.0
11,"McDonald, Luke",7,6,3,10,,,,2.0,2.0,1.0,,,,,,,11.0,,,3.0,,,95.0
17,"Pittard, Jasper",15,9,10,25,,,,1.0,4.0,5.0,,,,,,5.0,20.0,1.0,,7.0,,2.0,71.0
13,"Polec, Jared",16,4,11,27,1,1.0,,3.0,4.0,6.0,2.0,4.0,,1.0,,6.0,21.0,,1.0,2.0,2.0,,92.0
12,"Simpkin, Jy",16,,14,30,,,,4.0,2.0,7.0,11.0,7.0,1.0,5.0,,17.0,15.0,,,1.0,,,80.0
25,"Tarrant, Robbie",13,9,8,21,,,,2.0,3.0,5.0,,3.0,,3.0,1.0,5.0,17.0,1.0,,9.0,,1.0,86.0
26,"Thomas, Tarryn",3,3,13,16,1,1.0,,6.0,,,1.0,2.0,,1.0,,5.0,11.0,,2.0,1.0,,,77.0
16,"Thompson, Scott",6,3,7,13,,,,1.0,2.0,1.0,,1.0,,1.0,,7.0,5.0,2.0,,3.0,,,95.0
28,"Turner, Kayne",4,1,12,16,2,,,3.0,2.0,1.0,1.0,4.0,1.0,1.0,,9.0,7.0,,1.0,1.0,,,79.0
2,"Williams, Marley",9,1,10,19,,,,5.0,3.0,2.0,,4.0,,,,2.0,17.0,,,2.0,,,78.0
32,"Wood, Mason",6,5,10,16,1,3.0,,2.0,,4.0,,,,,,7.0,8.0,1.0,3.0,,,1.0,86.0
7,"Ziebell, Jack",18,5,7,25,3,1.0,,5.0,,5.0,7.0,4.0,1.0,1.0,2.0,10.0,15.0,1.0,1.0,2.0,,,84.0
44,"Zurhaar, Cameron",5,3,6,11,,1.0,,1.0,,3.0,2.0,1.0,,1.0,,5.0,6.0,1.0,1.0,,,,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,78,224,420,11,15.0,33.0,59.0,30.0,64.0,43.0,55.0,11.0,27.0,6.0,152.0,273.0,12.0,14.0,48.0,2.0,7.0,
Opposition,Opposition,207,81,187,394,5,7.0,46.0,51.0,51.0,36.0,39.0,50.0,27.0,11.0,,142.0,239.0,9.0,5.0,57.0,4.0,3.0,
