Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Curley, Todd",8,4,3,11,2,1.0,,,,,,,1.0,1.0,,,,,,,,,
14,"Darcy, Luke",14,8,8,22,,,6.0,,,,,,,2.0,,,,,,,,,
28,"Dimattina, Paul",20,6,8,28,,,,2.0,,,,,2.0,1.0,1.0,,,,,,,,
32,"Ellis, Craig",7,3,9,16,,,,,,,,,1.0,1.0,,,,,,,,,
3,"Grant, Chris",15,4,3,18,,,1.0,,,,,,1.0,,3.0,,,,,,,,
1,"Grgic, Ilija",7,2,1,8,,2.0,7.0,2.0,,,,,1.0,5.0,,,,,,,,,
37,"Hargraves, Daniel",14,9,,14,2,1.0,1.0,1.0,,,,,1.0,2.0,,,,,,,,,
6,"Johnson, Brad",16,8,3,19,1,,,,,,,,1.0,1.0,,,,,,,,,
4,"Kellett, Nigel",,,,,,,,,,,,,,,,,,,,,,,
2,"Kolyniuk, Steven",11,4,7,18,1,,,,,,,,2.0,,,,,,,,,,
35,"Kretiuk, Steven",15,10,7,22,,1.0,1.0,,,,,,1.0,,,,,,,,,,
39,"Liberatore, Tony",13,4,16,29,,1.0,,6.0,,,,,1.0,,,,,,,,,,
44,"Osborne, Richard",3,1,1,4,,,,,,,,,,1.0,,,,,,,,,
22,"Quill, Peter",8,1,8,16,,,,1.0,,,,,,1.0,,,,,,,,,
36,"Romero, Jose",7,3,6,13,,,,1.0,,,,,2.0,3.0,,,,,,,,,
5,"Smith, Rohan",10,5,2,12,1,,,1.0,,,,,2.0,,,,,,,,,,
8,"Southern, Daniel",5,5,3,8,,,,,,,,,1.0,1.0,,,,,,,,,
24,"Wallis, Stephen",17,6,8,25,,,,1.0,,,,,,,,,,,,,,,
25,"Watts, Jason",7,5,3,10,3,1.0,,,,,,,,,,,,,,,,,
7,"West, Scott",6,1,16,22,,,,1.0,,,,,1.0,,,,,,,,,,
45,"Wira, Brad",5,3,6,11,,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,208,92,118,326,10,9.0,16.0,16.0,,,,,18.0,19.0,4.0,,,,,,,,
Opposition,Opposition,189,68,80,269,12,17.0,17.0,19.0,,,,,19.0,18.0,2.0,,,,,,,,
