Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",21,3,9,30,,,,,,,,,1.0,,,,,,,,,,
35,"Baxter, Darren",12,2,1,13,,,,,,,,,1.0,1.0,,,,,,,,,
18,"Cameron, Leon",14,2,3,17,,,,,,,,,,1.0,,,,,,,,,
20,"Coleman, Glenn",14,8,1,15,,2.0,1.0,,,,,,2.0,1.0,,,,,,,,,
26,"Del-Re, Danny",5,3,5,10,,,,,,,,,,1.0,,,,,,,,,
45,"Ford, Michael",3,1,2,5,,,,2.0,,,,,1.0,,,,,,,,,,
32,"Foster, Peter",16,8,4,20,1,,,,,,,,2.0,,,,,,,,,,
29,"Grant, Chris",6,4,4,10,1,1.0,,,,,,,1.0,,,,,,,,,,
44,"Grant, Jamie",5,2,5,10,,,,,,,,,1.0,,,,,,,,,,
7,"Hawkins, Doug",7,3,3,10,3,,,1.0,,,,,,,,,,,,,,,
10,"Hunter, Mark",9,2,6,15,,,,3.0,,,,,3.0,,,,,,,,,,
21,"Kolyniuk, Steven",15,1,5,20,1,1.0,,,,,,,1.0,3.0,,,,,,,,,
39,"Liberatore, Tony",13,1,13,26,,1.0,,4.0,,,,,3.0,2.0,,,,,,,,,
40,"Moloney, Troy",3,,2,5,,,,2.0,,,,,,3.0,,,,,,,,,
14,"Reynolds, Keenan",10,1,4,14,,,,1.0,,,,,5.0,,,,,,,,,,
33,"Royal, Brian",12,3,2,14,4,,,4.0,,,,,2.0,4.0,,,,,,,,,
16,"Wallace, Terry",9,5,17,26,,,,3.0,,,,,4.0,1.0,,,,,,,,,
24,"Wallis, Stephen",14,,5,19,,1.0,,5.0,,,,,2.0,1.0,,,,,,,,,
6,"Wigney, Stuart",5,2,2,7,,1.0,,,,,,,,,,,,,,,,,
15,"Wynd, Scott",3,4,13,16,,,12.0,,,,,,2.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,55,106,302,10,8.0,13.0,25.0,,,,,31.0,20.0,,,,,,,,,
Opposition,Opposition,229,74,102,331,15,27.0,19.0,27.0,,,,,20.0,31.0,6.0,,,,,,,,
