Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",29y 90d,211 (130-0-81 61.61%),118 (0.56),←,
12,"Blakey, John",35y 333d,354 (188-0-166 53.11%),107 (0.30),219 (136-0-83 62.10%),69 (0.32)
22,"Burton, Matthew",32y 34d,126 (50-0-76 39.68%),56 (0.44),56 (28-0-28 50.00%),24 (0.43)
23,"Clayton, Shane",23y 241d,99 (51-0-48 51.52%),48 (0.48),81 (49-0-32 60.49%),47 (0.58)
45,"Cochrane, Stuart",23y 337d,42 (19-0-23 45.24%),9 (0.21),←,
2,"Colbert, Leigh",27y 15d,145 (83-1-61 57.59%),62 (0.43),40 (21-0-19 52.50%),12 (0.30)
6,"Grant, Shannon",25y 64d,164 (99-1-64 60.67%),183 (1.12),106 (67-0-39 63.21%),145 (1.37)
39,"Harding, Leigh",21y 57d,13 (6-0-7 46.15%),13 (1.00),←,
29,"Harvey, Brent",24y 39d,121 (76-0-45 62.81%),138 (1.14),←,
34,"King, David",30y 107d,188 (120-0-68 63.83%),98 (0.52),←,
35,"Makepeace, Troy",23y 108d,51 (26-0-25 50.98%),12 (0.24),←,
4,"Martyn, Mick",33y 295d,276 (164-1-111 59.60%),16 (0.06),←,
5,"McCartney, Jason",28y 100d,179 (98-0-81 54.75%),61 (0.34),104 (64-0-40 61.54%),13 (0.13)
32,"Morrell, Digby",22y 255d,15 (7-0-8 46.67%),14 (0.93),←,
28,"Pickett, Byron",24y 315d,110 (68-0-42 61.82%),65 (0.59),←,
17,"Porter, Mark",25y 254d,67 (34-0-33 50.75%),15 (0.22),12 (6-0-6 50.00%),2 (0.17)
30,"Robbins, Ben",25y 177d,64 (31-2-31 50.00%),16 (0.25),12 (6-0-6 50.00%),2 (0.17)
26,"Rocca, Saverio",28y 214d,189 (84-2-103 44.97%),591 (3.13),33 (14-0-19 42.42%),77 (2.33)
7,"Simpson, Adam",26y 126d,148 (96-0-52 64.86%),48 (0.32),←,
9,"Sinclair, Jess",23y 300d,72 (22-0-50 30.56%),35 (0.49),22 (9-0-13 40.91%),9 (0.41)
10,"Stevens, Anthony",30y 355d,245 (150-0-95 61.22%),109 (0.44),←,
40,"Teague, David",21y 48d,15 (7-0-8 46.67%),4 (0.27),←,
Totals,Totals,26y 259d,2894 (1609-7-1278 55.60%),1818 (0.63),,
C,"Pagan, Denis",54y 271d,229 (144-0-85 62.88%),,←,
