Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",22,3,12,34,,,,1.0,,,,,2.0,,,,,,,,,,
32,"Baldwin, Jason",10,4,9,19,,,,3.0,,,,,1.0,2.0,,,,,,,,,
37,"Bizzotto, Frank",,,,,,,,,,,,,,,,,,,,,,,
34,"Boyd, Brad",18,6,14,32,,1.0,,1.0,,,,,2.0,,,,,,,,,,
31,"Dent, Matthew",10,1,12,22,,,,2.0,,,,,1.0,1.0,,,,,,,,,
6,"Guard, Jeremy",1,,1,2,,,,1.0,,,,,,,,,,,,,,,
17,"Hawking, Simon",15,10,5,20,,,,1.0,,,,,2.0,1.0,,,,,,,,,
10,"Hogg, Jeff",16,8,5,21,3,,2.0,,,,,,1.0,,,,,,,,,,
2,"Johnson, Chris",11,4,2,13,2,3.0,,3.0,,,,,,1.0,,,,,,,,,
13,"Kavanagh, Tom",5,2,7,12,,,,2.0,,,,,1.0,,,,,,,,,,
29,"Lyon, Ross",15,6,12,27,1,,,5.0,,,,,,2.0,3.0,,,,,,,,
30,"Manson, James",7,3,3,10,1,,11.0,1.0,,,,,3.0,5.0,,,,,,,,,
25,"McCarthy, John",5,1,3,8,,,1.0,1.0,,,,,,2.0,,,,,,,,,
36,"Mitchell, Nick",7,2,3,10,,,,,,,,,,,,,,,,,,,
7,"Molloy, Jarrod",1,1,12,13,,,2.0,2.0,,,,,,,,,,,,,,,
43,"Morton, Danny",1,,3,4,,,,2.0,,,,,1.0,,,,,,,,,,
1,"Roos, Paul",19,7,11,30,2,,,3.0,,,,,2.0,,2.0,,,,,,,,
3,"Seecamp, Marcus",4,2,8,12,,1.0,2.0,,,,,,,,,,,,,,,,
12,"Wheildon, Darren",8,4,1,9,1,,,1.0,,,,,2.0,1.0,,,,,,,,,
8,"Wynd, Jim",12,4,5,17,,,,2.0,,,,,2.0,1.0,1.0,,,,,,,,
16,"Zanotti, Mark",1,,3,4,,,,1.0,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,188,68,131,319,10,6.0,18.0,32.0,,,,,20.0,17.0,6.0,,,,,,,,
Opposition,Opposition,187,68,162,349,7,11.0,18.0,39.0,,,,,17.0,20.0,,,,,,,,,
