Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
36,"Aliir, Aliir",8,9,9.0,17,,,,1.0,3.0,1.0,,,,,,7,10,3.0,,8.0,1.0,,84.0
7,"Cunningham, Harry",12,9,7.0,19,,,,,3.0,,,3.0,,,,1,16,,,1.0,,,80.0
23,"Franklin, Lance",18,9,10.0,28,6.0,1.0,,4.0,1.0,3.0,2.0,6.0,,5.0,2.0,10,17,2.0,6.0,3.0,1.0,1.0,95.0
39,"Grundy, Heath",9,5,6.0,15,,,,1.0,1.0,,,1.0,,1.0,,3,12,,,10.0,2.0,,95.0
4,"Hannebery, Dan",20,7,17.0,37,1.0,,,2.0,1.0,10.0,7.0,4.0,2.0,1.0,1.0,14,23,,3.0,1.0,,3.0,92.0
5,"Heeney, Isaac",8,5,5.0,13,1.0,1.0,,2.0,,3.0,1.0,,1.0,,,6,7,1.0,2.0,,,1.0,75.0
29,"Hewett, George",6,3,14.0,20,1.0,,,1.0,1.0,3.0,2.0,2.0,,2.0,,4,16,,1.0,1.0,,1.0,70.0
15,"Jack, Kieren",11,3,9.0,20,1.0,,,2.0,2.0,5.0,3.0,2.0,1.0,1.0,,6,12,,1.0,1.0,,2.0,81.0
12,"Kennedy, Josh",9,5,26.0,35,1.0,,,4.0,1.0,3.0,7.0,1.0,2.0,,,16,19,1.0,1.0,,,1.0,90.0
44,"Lloyd, Jake",21,7,14.0,35,,,,1.0,4.0,6.0,,2.0,3.0,,,6,25,,,,,2.0,87.0
3,"McVeigh, Jarrad",13,4,13.0,26,1.0,,,3.0,,3.0,1.0,1.0,,,,5,21,,1.0,1.0,,1.0,85.0
14,"Mills, Callum",17,8,10.0,27,,,,1.0,4.0,,,5.0,1.0,2.0,,6,21,2.0,,3.0,,,81.0
6,"Mitchell, Tom",8,4,11.0,19,,,,8.0,,7.0,1.0,2.0,,,,9,13,,,,,,86.0
35,"Naismith, Sam",4,2,8.0,12,1.0,,18.0,2.0,1.0,2.0,3.0,6.0,1.0,3.0,,9,3,1.0,1.0,2.0,,,65.0
13,"Nankervis, Toby",6,2,9.0,15,1.0,1.0,24.0,3.0,1.0,,5.0,3.0,1.0,,,8,8,,,4.0,,,59.0
41,"Papley, Tom",9,4,7.0,16,3.0,1.0,,3.0,,2.0,1.0,2.0,1.0,,,5,12,,3.0,1.0,,2.0,75.0
26,"Parker, Luke",17,9,16.0,33,3.0,1.0,2.0,5.0,1.0,5.0,5.0,7.0,2.0,3.0,3.0,13,19,2.0,4.0,1.0,,3.0,94.0
24,"Rampe, Dane",6,2,8.0,14,,,,1.0,3.0,1.0,,1.0,,1.0,,6,8,1.0,,8.0,1.0,,90.0
42,"Richards, Xavier",8,7,4.0,12,3.0,,,3.0,,1.0,,3.0,,,,6,6,3.0,2.0,1.0,,1.0,84.0
16,"Rohan, Gary",8,2,,8,,3.0,,1.0,1.0,3.0,,,,,,4,6,,,3.0,,,68.0
40,"Smith, Nick",12,8,8.0,20,,,,4.0,5.0,1.0,,2.0,2.0,,,4,16,,,5.0,,,83.0
22,"Towers, Dean",6,2,12.0,18,,,1.0,1.0,2.0,1.0,1.0,,,,,6,12,,,,,,83.0
Totals,Totals,236,116,223.0,459,23.0,8.0,45.0,53.0,35.0,60.0,39.0,53.0,17.0,19.0,6.0,154,302,16.0,25.0,54.0,5.0,18.0,
Opposition,Opposition,183,75,179.0,362,11.0,10.0,34.0,79.0,33.0,48.0,34.0,46.0,19.0,17.0,,142,226,11.0,10.0,40.0,5.0,10.0,
