Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
14,"Birchall, Grant",19y 77d,19 (8-0-11 42.11%),3 (0.16),←,
20,"Boyle, Tim",23y 77d,8 (2-0-6 25.00%),6 (0.75),←,
30,"Brown, Campbell",23y 230d,76 (28-0-48 36.84%),33 (0.43),←,
39,"Campbell, Robert",24y 317d,57 (24-0-33 42.11%),11 (0.19),←,
9,"Crawford, Shane",32y 218d,270 (129-2-139 48.15%),210 (0.78),←,
19,"Dixon, Ben",29y 305d,187 (89-1-97 47.86%),261 (1.40),←,
32,"Ellis, Xavier",19y 46d,3 (2-0-1 66.67%),,←,
23,"Franklin, Lance",20y 75d,37 (12-0-25 32.43%),59 (1.59),←,
27,"Gilham, Stephen",22y 225d,8 (6-0-2 75.00%),,7 (6-0-1 85.71%),
18,"Guerra, Brent",24y 321d,114 (79-0-35 69.30%),86 (0.75),18 (10-0-8 55.56%),3 (0.17)
15,"Hodge, Luke",22y 304d,91 (36-0-55 39.56%),48 (0.53),←,
8,"Jacobs, Danny",26y 294d,120 (66-1-53 55.42%),28 (0.23),39 (12-0-27 30.77%),5 (0.13)
4,"Ladson, Rick",23y 56d,55 (19-0-36 34.55%),24 (0.44),←,
3,"Lewis, Jordan",20y 356d,42 (15-0-27 35.71%),7 (0.17),←,
22,"McGlynn, Ben",21y 252d,7 (4-0-3 57.14%),4 (0.57),←,
5,"Mitchell, Sam",24y 185d,89 (35-0-54 39.33%),17 (0.19),←,
7,"Osborne, Michael",24y 260d,64 (20-0-44 31.25%),19 (0.30),←,
2,"Roughead, Jarryd",20y 82d,38 (14-0-24 36.84%),19 (0.50),←,
12,"Sewell, Brad",23y 72d,43 (13-0-30 30.23%),2 (0.05),←,
13,"Taylor, Simon",24y 240d,27 (8-0-19 29.63%),8 (0.30),←,
6,"Williams, Mark",24y 2d,75 (25-0-50 33.33%),177 (2.36),←,
45,"Young, Clinton",21y 58d,24 (9-0-15 37.50%),6 (0.25),←,
Totals,Totals,23y 201d,1454 (643-4-807 44.22%),1028 (0.71),,
C,"Clarkson, Alastair",38y 353d,47 (16-0-31 34.04%),,←,
