Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
25,"Adams, Marcus",23y 331d,20 (13-0-7 65.00%),4 (0.20),←,
24,"Biggs, Shane",25y 295d,47 (32-0-15 68.09%),7 (0.15),41 (29-0-12 70.73%),7 (0.17)
4,"Bontempelli, Marcus",21y 184d,73 (43-0-30 58.90%),70 (0.96),←,
17,"Boyd, Tom",21y 278d,48 (28-0-20 58.33%),43 (0.90),39 (25-0-14 64.10%),35 (0.90)
6,"Dahlhaus, Luke",24y 279d,125 (60-0-65 48.00%),98 (0.78),←,
31,"Dale, Bailey",20y 309d,18 (10-0-8 55.56%),10 (0.56),←,
35,"Daniel, Caleb",20y 324d,42 (28-0-14 66.67%),19 (0.45),←,
29,"Dickson, Tory",29y 243d,81 (41-0-40 50.62%),141 (1.74),←,
44,"English, Tim",19y 290d,1 (1-0-0 100.00%),,←,
7,"Hunter, Lachie",22y 165d,72 (40-0-32 55.56%),34 (0.47),←,
39,"Johannisen, Jason",24y 200d,74 (38-0-36 51.35%),23 (0.31),←,
46,"Jong, Lin",23y 357d,49 (24-0-25 48.98%),26 (0.53),←,
11,"Macrae, Jack",22y 297d,87 (47-0-40 54.02%),21 (0.24),←,
38,"Morris, Dale",34y 149d,233 (129-2-102 55.79%),3 (0.01),←,
2,"Murphy, Robert",34y 352d,304 (136-4-164 45.39%),179 (0.59),←,
42,"Picken, Liam",30y 299d,186 (94-0-92 50.54%),70 (0.38),←,
23,"Roughead, Jordan",26y 205d,114 (55-0-59 48.25%),24 (0.21),←,
9,"Stringer, Jake",23y 32d,81 (46-0-35 56.79%),155 (1.91),←,
1,"Suckling, Matt",28y 306d,129 (94-0-35 72.87%),63 (0.49),27 (19-0-8 70.37%),12 (0.44)
3,"Wallis, Mitch",24y 215d,95 (43-0-52 45.26%),43 (0.45),←,
34,"Williams, Bailey",19y 229d,11 (5-0-6 45.45%),,←,
10,"Wood, Easton",27y 265d,117 (64-0-53 54.70%),16 (0.14),←,
Totals,Totals,25y 56d,2007 (1071-6-930 53.36%),1049 (0.52),,
C,"Beveridge, Luke",46y 277d,59 (39-0-20 66.10%),,←,
