Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",14,4,11,25,1,,,3.0,,,,,,1.0,,,,,,,,,
18,"Cameron, Leon",11,3,6,17,1,,,,,,,,,1.0,,,,,,,,,
3,"Campbell, Adrian",2,,1,3,,,,,,,,,,,,,,,,,,,
17,"Charles, Justin",8,7,6,14,,1.0,7.0,,,,,,,,,,,,,,,,
20,"Coleman, Glenn",17,12,8,25,,2.0,2.0,1.0,,,,,3.0,,3.0,,,,,,,,
22,"Cullen, Mark",14,5,5,19,1,2.0,,3.0,,,,,1.0,2.0,,,,,,,,,
26,"Del-Re, Danny",10,9,7,17,2,1.0,1.0,1.0,,,,,,4.0,,,,,,,,,
12,"Eppelstun, Greg",12,8,9,21,,,,1.0,,,,,3.0,,,,,,,,,,
32,"Foster, Peter",15,5,10,25,,,,3.0,,,,,3.0,3.0,,,,,,,,,
29,"Grant, Chris",4,3,1,5,,2.0,,,,,,,1.0,2.0,,,,,,,,,
7,"Hawkins, Doug",12,6,6,18,,1.0,,,,,,,,1.0,,,,,,,,,
10,"Hunter, Mark",8,1,10,18,,,,5.0,,,,,5.0,1.0,,,,,,,,,
48,"Kellett, Nigel",4,,3,7,,,,,,,,,2.0,,,,,,,,,,
21,"Kolyniuk, Steven",19,7,4,23,2,,,1.0,,,,,1.0,,,,,,,,,,
11,"McGuinness, Tony",26,1,4,30,1,1.0,,3.0,,,,,1.0,1.0,1.0,,,,,,,,
14,"Reynolds, Keenan",6,1,1,7,,,,,,,,,,1.0,,,,,,,,,
33,"Royal, Brian",17,5,7,24,4,2.0,,,,,,,1.0,3.0,,,,,,,,,
16,"Wallace, Terry",12,4,18,30,,,,,,,,,,1.0,,,,,,,,,
24,"Wallis, Stephen",8,4,11,19,,,,1.0,,,,,,2.0,,,,,,,,,
6,"Wigney, Stuart",16,13,9,25,,3.0,3.0,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,235,98,137,372,12,16.0,13.0,22.0,,,,,21.0,23.0,4.0,,,,,,,,
Opposition,Opposition,210,53,88,298,17,13.0,24.0,23.0,,,,,23.0,21.0,2.0,,,,,,,,
