Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Buckley, Nathan",17,6,9,26,,1.0,,7.0,2.0,4.0,3.0,3.0,1.0,1.0,,12.0,12.0,,,2.0,2.0,,73.0
17,"Burns, Scott",13,8,8,21,,,,5.0,5.0,2.0,3.0,3.0,1.0,,,8.0,13.0,,,,,,72.0
8,"Clement, James",13,9,6,19,,,,2.0,7.0,2.0,,2.0,1.0,1.0,,6.0,12.0,2.0,,2.0,,,100.0
32,"Cloke, Travis",10,5,4,14,,,5.0,1.0,2.0,4.0,1.0,5.0,,,,3.0,11.0,,1.0,2.0,,,55.0
1,"Davis, Leon",3,1,1,4,,,,1.0,,1.0,,4.0,,3.0,,1.0,2.0,,,,,1.0,52.0
4,"Didak, Alan",10,6,7,17,3,1.0,,1.0,1.0,1.0,2.0,2.0,,1.0,,5.0,11.0,,1.0,1.0,2.0,,100.0
15,"Egan, Chris",2,1,4,6,,,,1.0,,2.0,,3.0,,2.0,,3.0,3.0,,,,,1.0,76.0
25,"Fraser, Josh",5,1,7,12,,,19.0,2.0,1.0,,4.0,3.0,1.0,3.0,,7.0,5.0,,,2.0,,,79.0
26,"Johnson, Ben",23,12,6,29,,,,,4.0,4.0,3.0,2.0,,,,6.0,21.0,1.0,,3.0,,,95.0
18,"Licuria, Paul",13,7,10,23,,,,3.0,1.0,4.0,4.0,3.0,,1.0,,8.0,15.0,,,,,,94.0
24,"Lockyer, Tarkyn",13,6,7,20,,,,1.0,9.0,1.0,1.0,,1.0,,,9.0,12.0,,,3.0,,,100.0
3,"Lonie, Ryan",8,1,3,11,,,,3.0,1.0,2.0,1.0,3.0,1.0,1.0,,4.0,4.0,,,4.0,,,100.0
43,"Lumumba, Heritier",8,3,4,12,,,,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,5.0,7.0,1.0,,5.0,,,100.0
11,"OBree, Shane",9,1,9,18,,,,5.0,1.0,2.0,2.0,3.0,,3.0,,3.0,16.0,,,2.0,1.0,,83.0
16,"Pendlebury, Scott",6,5,3,9,,,,1.0,,,1.0,1.0,,,,1.0,8.0,,,,,,29.0
35,"Prestigiacomo, Simon",4,2,4,8,,,,4.0,2.0,,,,1.0,,,4.0,3.0,1.0,,9.0,2.0,,100.0
23,"Rocca, Anthony",9,4,1,10,3,2.0,2.0,2.0,,1.0,,3.0,,,,2.0,6.0,1.0,4.0,3.0,,,100.0
39,"Shaw, Heath",8,5,7,15,,,,2.0,1.0,,1.0,2.0,,,,5.0,10.0,,,10.0,,,91.0
22,"Shaw, Rhyce",18,9,8,26,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,11.0,14.0,1.0,,1.0,2.0,,67.0
36,"Swan, Dane",14,7,6,20,,1.0,,2.0,2.0,4.0,2.0,4.0,,,,8.0,11.0,1.0,,,1.0,2.0,68.0
20,"Tarrant, Chris",9,7,7,16,,1.0,3.0,2.0,,3.0,,1.0,1.0,,,5.0,10.0,,2.0,,,,100.0
14,"Wakelin, Shane",6,3,2,8,,,1.0,2.0,,,,1.0,1.0,,,4.0,5.0,,,1.0,,1.0,68.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,221,109,123,344,6,9.0,30.0,50.0,42.0,40.0,31.0,52.0,11.0,17.0,,120.0,211.0,8.0,8.0,50.0,10.0,5.0,
Opposition,Opposition,255,116,91,346,13,14.0,28.0,69.0,36.0,56.0,36.0,35.0,17.0,11.0,6.0,142.0,197.0,11.0,13.0,45.0,8.0,5.0,
