Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",28y 110d,232 (130-2-100 56.47%),306 (1.32),40 (6-0-34 15.00%),44 (1.10)
11,"Bennell, Harley",19y 335d,36 (5-0-31 13.89%),39 (1.08),←,
30,"Brown, Campbell",29y 4d,192 (79-1-112 41.41%),86 (0.45),33 (4-0-29 12.12%),22 (0.67)
28,"Caddy, Josh",19y 339d,24 (3-0-21 12.50%),17 (0.71),←,
27,"Coad, Michael",28y 354d,6 (1-0-5 16.67%),,←,
23,"Dixon, Charlie",21y 344d,22 (5-0-17 22.73%),10 (0.45),←,
15,"Flanagan, Piers",20y 154d,3 (1-0-2 33.33%),,←,
49,"Gillbee, Jacob",19y 354d,3 (1-0-2 33.33%),2 (0.67),←,
5,"Harbrow, Jarrod",24y 45d,105 (46-1-58 44.29%),26 (0.25),35 (6-0-29 17.14%),5 (0.14)
40,"Hickey, Tom",21y 179d,12 (1-0-11 8.33%),5 (0.42),←,
29,"Hine, Taylor",20y 221d,9 (2-0-7 22.22%),1 (0.11),←,
42,"Horsley, Kyal",24y 365d,13 (2-0-11 15.38%),3 (0.23),←,
19,"Lynch, Tom",19y 306d,30 (4-0-26 13.33%),27 (0.90),←,
6,"Magin, Alik",21y 141d,8 (1-0-7 12.50%),3 (0.38),←,
32,"Matera, Brandon",20y 174d,29 (5-0-24 17.24%),26 (0.90),←,
45,"May, Steven",20y 235d,17 (2-0-15 11.76%),5 (0.29),←,
18,"McKenzie, Trent",20y 151d,39 (6-0-33 15.38%),17 (0.44),←,
26,"Shaw, Matt",20y 209d,34 (5-0-29 14.71%),12 (0.35),←,
25,"Stanley, Danny",24y 196d,40 (7-0-33 17.50%),21 (0.52),35 (6-0-29 17.14%),21 (0.60)
21,"Taylor, Jeremy",20y 76d,10 (1-0-9 10.00%),1 (0.10),←,
14,"Warnock, Matthew",28y 151d,77 (14-1-62 18.83%),1 (0.01),22 (3-0-19 13.64%),
4,"Weller, Maverick",20y 201d,28 (4-0-24 14.29%),3 (0.11),←,
Totals,Totals,22y 211d,969 (325-5-639 33.54%),611 (0.63),,
C,"McKenna, Guy",43y 113d,44 (6-0-38 13.64%),,←,
