West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
41,"Ah Chee, Brendon",10,7,11,21,,1.0,,5.0,1.0,2.0,,1.0,1.0,,,8.0,13.0,1.0,1.0,,,,62.0
33,"Ainsworth, Brayden",7,3,8,15,,,,8.0,2.0,1.0,2.0,1.0,,,,7.0,8.0,,,,,,65.0
37,"Barrass, Tom",14,11,1,15,,,,,6.0,1.0,,,,,,7.0,9.0,4.0,,9.0,,,89.0
28,"Cole, Tom",7,2,2,9,,,,5.0,1.0,,,3.0,,2.0,,,7.0,,,4.0,,,81.0
15,"Cripps, Jamie",12,4,5,17,1,5.0,,4.0,1.0,3.0,,2.0,1.0,1.0,,4.0,13.0,,2.0,1.0,,1.0,86.0
27,"Darling, Jack",14,9,5,19,4,3.0,,6.0,,2.0,,6.0,3.0,4.0,3.0,11.0,7.0,5.0,5.0,1.0,,,93.0
14,"Duggan, Liam",12,4,7,19,1,,,5.0,5.0,,2.0,3.0,1.0,1.0,,8.0,12.0,,,5.0,,,85.0
3,"Gaff, Andrew",12,3,20,32,,,,1.0,,3.0,4.0,3.0,,1.0,,8.0,24.0,,,1.0,,1.0,87.0
25,"Hurn, Shannon",21,5,3,24,,1.0,,1.0,5.0,8.0,,4.0,,,,4.0,17.0,,,5.0,,2.0,83.0
34,"Hutchings, Mark",13,3,6,19,,1.0,,9.0,2.0,2.0,3.0,5.0,1.0,1.0,,7.0,12.0,,,,,1.0,83.0
17,"Kennedy, Josh",4,3,3,7,2,1.0,,1.0,1.0,1.0,,1.0,,1.0,,4.0,3.0,2.0,2.0,1.0,,1.0,85.0
2,"LeCras, Mark",9,,4,13,,,,3.0,2.0,3.0,4.0,2.0,1.0,1.0,,8.0,5.0,,,3.0,,,85.0
29,"Lycett, Scott",8,2,5,13,,,30.0,3.0,1.0,5.0,5.0,2.0,4.0,1.0,,11.0,2.0,,,6.0,,,77.0
7,"Masten, Chris",9,5,10,19,,,,1.0,,2.0,1.0,,,,,5.0,14.0,,,,,2.0,90.0
36,"McInnes, Fraser",3,3,8,11,,,6.0,2.0,,2.0,,1.0,,,,5.0,6.0,2.0,,1.0,,,57.0
30,"Nelson, Jackson",10,4,1,11,,,,1.0,1.0,5.0,,1.0,2.0,1.0,,3.0,8.0,,,2.0,,,78.0
8,"Redden, Jack",20,2,9,29,,,,4.0,2.0,6.0,13.0,4.0,,1.0,2.0,17.0,12.0,1.0,,3.0,,,84.0
44,"Rioli, Willie",6,4,3,9,1,,,4.0,1.0,1.0,,,1.0,,,3.0,5.0,1.0,1.0,2.0,,,77.0
31,"Schofield, Will",5,2,2,7,,,,,3.0,,,3.0,,,,3.0,3.0,,,6.0,,,95.0
5,"Sheppard, Brad",12,8,11,23,,,,2.0,6.0,1.0,,3.0,1.0,1.0,,7.0,14.0,2.0,,5.0,,,89.0
45,"Waterman, Jake",7,4,5,12,3,,,1.0,,3.0,1.0,,2.0,,,5.0,8.0,,1.0,3.0,,1.0,79.0
6,"Yeo, Elliot",13,3,15,28,,,,8.0,,4.0,5.0,4.0,2.0,,,17.0,12.0,,,3.0,,,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,228,91,144,372,12,14.0,36.0,74.0,40.0,55.0,40.0,49.0,20.0,16.0,5.0,152.0,214.0,18.0,12.0,61.0,,9.0,
Opposition,Opposition,194,61,166,360,8,13.0,59.0,75.0,40.0,53.0,45.0,60.0,16.0,20.0,1.0,160.0,198.0,13.0,6.0,58.0,7.0,5.0,
