Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Bayes, Mark",9,1,2,11,,,3.0,,,,,,,2.0,,,,,,,,,
2,"Brereton, Dermott",4,2,,4,,,1.0,2.0,,,,,2.0,2.0,,,,,,,,,
13,"Brunton, Neil",7,2,5,12,,,,1.0,,,,,2.0,,,,,,,,,,
12,"Considine, Ed",10,6,11,21,,,,1.0,,,,,1.0,3.0,,,,,,,,,
28,"Cresswell, Daryn",7,3,3,10,,,,1.0,,,,,1.0,1.0,,,,,,,,,
5,"Daniels, Jayson",13,3,10,23,,,,2.0,,,,,3.0,1.0,,,,,,,,,
33,"Direen, Scott",8,5,1,9,1,,,1.0,,,,,,1.0,,,,,,,,,
6,"Dunkley, Andrew",4,7,5,9,,,,1.0,,,,,1.0,1.0,,,,,,,,,
37,"Filandia, Peter",19,4,2,21,,1.0,,3.0,,,,,2.0,,,,,,,,,,
35,"Garlick, Simon",4,2,5,9,,,,1.0,,,,,1.0,,,,,,,,,,
25,"Gray, Troy",11,5,2,13,1,,6.0,,,,,,2.0,4.0,,,,,,,,,
39,"Heuskes, Adam",9,3,5,14,,,,2.0,,,,,1.0,,,,,,,,,,
14,"Kelly, Paul",11,3,6,17,,,1.0,3.0,,,,,3.0,4.0,,,,,,,,,
24,"Kickett, Derek",10,1,5,15,1,1.0,,1.0,,,,,2.0,,,,,,,,,,
1,"Lawson, Jamie",,,,,,,,,,,,,,,,,,,,,,,
3,"Lewis, Dale",15,9,1,16,5,3.0,1.0,2.0,,,,,5.0,2.0,2.0,,,,,,,,
4,"McRae, Dean",14,3,6,20,1,,,1.0,,,,,1.0,1.0,,,,,,,,,
8,"Minton-Connell, Simon",4,2,1,5,,2.0,,,,,,,1.0,1.0,,,,,,,,,
23,"Neill, Robert",12,5,3,15,,,,1.0,,,,,,1.0,,,,,,,,,
22,"Rose, Gavin",1,1,1,2,,,8.0,,,,,,,2.0,,,,,,,,,
10,"Watters, Scott",13,3,9,22,,,,,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,185,70,83,268,9,8.0,20.0,23.0,,,,,29.0,27.0,2.0,,,,,,,,
Opposition,Opposition,184,51,96,280,14,11.0,18.0,22.0,,,,,27.0,29.0,4.0,,,,,,,,
