Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",21y 90d,35 (6-0-29 17.14%),24 (0.69),←,
10,"Ballard, Charlie",19y 292d,19 (4-0-15 21.05%),1 (0.05),←,
3,"Bowes, Jack",21y 105d,35 (8-0-27 22.86%),9 (0.26),←,
25,"Collins, Sam",24y 330d,22 (6-0-16 27.27%),,8 (3-0-5 37.50%),
19,"Corbett, Josh",23y 18d,3 (0-0-3 0.00%),3 (1.00),←,
1,"Hanley, Pearce",30y 177d,152 (44-0-108 28.95%),59 (0.39),23 (6-0-17 26.09%),1 (0.04)
5,"Harbrow, Jarrod",30y 297d,232 (84-2-146 36.64%),54 (0.23),162 (44-1-117 27.47%),33 (0.20)
39,"Holman, Nick",23y 347d,38 (8-0-30 21.05%),19 (0.50),29 (7-0-22 24.14%),19 (0.66)
20,"Hombsch, Jack",26y 65d,106 (53-0-53 50.00%),1 (0.01),8 (3-0-5 37.50%),
23,"Lemmens, Sean",24y 190d,80 (22-1-57 28.13%),18 (0.22),←,
41,"Lukosius, Jack",18y 275d,7 (3-0-4 42.86%),2 (0.29),←,
44,"Macpherson, Darcy",21y 194d,25 (6-0-19 24.00%),13 (0.52),←,
4,"Martin, Jack",24y 102d,89 (25-1-63 28.65%),75 (0.84),←,
2,"Miles, Anthony",27y 72d,77 (39-0-38 50.65%),28 (0.36),6 (3-0-3 50.00%),3 (0.50)
11,"Miller, Touk",23y 78d,90 (20-1-69 22.78%),26 (0.29),←,
31,"Murdoch, Jordan",27y 49d,116 (75-2-39 65.52%),73 (0.63),8 (3-0-5 37.50%),
27,"Powell, Wil",19y 258d,13 (4-0-9 30.77%),6 (0.46),←,
6,"Sexton, Alex",25y 159d,105 (28-0-77 26.67%),87 (0.83),←,
24,"Swallow, David",26y 173d,125 (34-0-91 27.20%),61 (0.49),←,
14,"Weller, Lachie",23y 77d,73 (20-0-53 27.40%),21 (0.29),26 (6-0-20 23.08%),4 (0.15)
28,"Witts, Jarrod",26y 240d,88 (31-0-57 35.23%),23 (0.26),48 (13-0-35 27.08%),5 (0.10)
30,"Wright, Peter",22y 245d,57 (13-0-44 22.81%),75 (1.32),←,
Totals,Totals,24y 75d,1587 (533-7-1047 33.59%),678 (0.43),,
C,"Dew, Stuart",39y 266d,30 (7-0-23 23.33%),,←,
