Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
33,"Allison, Brett",31y 88d,215 (120-1-94 56.05%),273 (1.27),←,
14,"Anderson, Brady",24y 71d,24 (17-0-7 70.83%),2 (0.08),←,
11,"Archer, Glenn",26y 151d,158 (104-0-54 65.82%),101 (0.64),←,
26,"Bell, Peter",23y 174d,96 (65-0-31 67.71%),90 (0.94),94 (65-0-29 69.15%),88 (0.94)
12,"Blakey, John",33y 29d,295 (157-0-138 53.22%),96 (0.33),160 (105-0-55 65.63%),58 (0.36)
16,"Capuano, Mathew",23y 354d,64 (49-0-15 76.56%),18 (0.28),←,
18,"Carey, Wayne",28y 87d,203 (126-0-77 62.07%),552 (2.72),←,
23,"Clayton, Shane",20y 302d,39 (18-0-21 46.15%),10 (0.26),21 (16-0-5 76.19%),9 (0.43)
6,"Grant, Shannon",22y 125d,103 (65-1-37 63.59%),109 (1.06),45 (33-0-12 73.33%),71 (1.58)
29,"Harvey, Brent",21y 100d,60 (42-0-18 70.00%),59 (0.98),←,
34,"King, David",27y 168d,128 (86-0-42 67.19%),40 (0.31),←,
4,"Martyn, Mick",30y 356d,238 (141-1-96 59.45%),14 (0.06),←,
5,"McCartney, Jason",25y 161d,118 (65-0-53 55.08%),50 (0.42),43 (31-0-12 72.09%),2 (0.05)
19,"Mooney, Cameron",19y 330d,8 (7-0-1 87.50%),2 (0.25),←,
44,"Motlop, Shannon",21y 4d,3 (3-0-0 100.00%),3 (1.00),←,
28,"Pickett, Byron",22y 11d,47 (34-0-13 72.34%),,←,
13,"Pike, Martin",26y 281d,117 (53-0-64 45.30%),53 (0.45),57 (41-0-16 71.93%),13 (0.23)
8,"Scott, Robert",30y 174d,244 (150-1-93 61.68%),222 (0.91),112 (75-0-37 66.96%),58 (0.52)
24,"Sholl, Craig",31y 235d,218 (131-0-87 60.09%),145 (0.67),←,
7,"Simpson, Adam",23y 187d,86 (63-0-23 73.26%),35 (0.41),←,
10,"Stevens, Anthony",28y 51d,202 (126-0-76 62.38%),96 (0.48),←,
30,"Welsh, Scott",20y 258d,32 (22-0-10 68.75%),25 (0.78),←,
Totals,Totals,25y 218d,2698 (1644-4-1050 60.93%),1995 (0.74),,
C,"Pagan, Denis",51y 332d,166 (110-0-56 66.27%),,←,
