Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",20y 362d,48 (26-0-22 54.17%),51 (1.06),←,
17,"Broderick, Paul",29y 166d,215 (103-1-111 48.14%),146 (0.68),122 (64-1-57 52.87%),66 (0.54)
9,"Campbell, Wayne",26y 268d,173 (79-1-93 45.95%),104 (0.60),←,
6,"Chaffey, Mark",22y 43d,30 (12-0-18 40.00%),6 (0.20),←,
10,"Daffy, Nick",26y 38d,123 (65-1-57 53.25%),159 (1.29),←,
7,"Dragicevic, Marc",18y 80d,7 (3-0-4 42.86%),2 (0.29),←,
19,"Evans, Brett",27y 23d,23 (10-0-13 43.48%),21 (0.91),←,
25,"Gale, Brendon",30y 335d,192 (82-1-109 42.97%),179 (0.93),←,
2,"Gaspar, Darren",23y 29d,95 (44-0-51 46.32%),7 (0.07),74 (37-0-37 50.00%),6 (0.08)
20,"Harrison, Ben",24y 152d,52 (27-0-25 51.92%),31 (0.60),50 (25-0-25 50.00%),31 (0.62)
16,"Holland, Ben",22y 39d,55 (28-0-27 50.91%),67 (1.22),←,
39,"Kellaway, Andrew",23y 207d,24 (12-0-12 50.00%),,←,
3,"Kellaway, Duncan",26y 121d,121 (61-1-59 50.83%),4 (0.03),←,
33,"Knights, Matthew",28y 256d,206 (83-0-123 40.29%),112 (0.54),←,
15,"McKee, Steven",20y 363d,16 (8-0-8 50.00%),1 (0.06),←,
5,"Ottens, Brad",19y 144d,24 (12-0-12 50.00%),15 (0.63),←,
14,"Plapp, Justin",21y 361d,11 (7-0-4 63.64%),16 (1.45),←,
13,"Powell, Robert",23y 91d,49 (27-0-22 55.10%),50 (1.02),←,
40,"Proctor, Lionel",19y 203d,9 (6-0-3 66.67%),1 (0.11),←,
12,"Richardson, Matthew",24y 91d,111 (54-0-57 48.65%),342 (3.08),←,
4,"Rogers, Matthew",25y 205d,110 (58-1-51 53.18%),78 (0.71),←,
26,"Sampson, Clay",23y 114d,45 (24-0-21 53.33%),22 (0.49),8 (3-0-5 37.50%),5 (0.63)
Totals,Totals,24y 2d,1739 (831-6-902 47.79%),1414 (0.81),,
C,"Gieschen, Jeff",42y 269d,39 (21-0-18 53.85%),,←,
