Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
21,"Atkins, Rory",23y 310d,66 (47-1-18 71.97%),33 (0.50),←,
18,"Betts, Eddie",31y 173d,284 (138-3-143 49.12%),546 (1.92),100 (63-0-37 63.00%),256 (2.56)
39,"Doedee, Tom",21y 78d,9 (6-0-3 66.67%),,←,
26,"Douglas, Richard",31y 101d,228 (127-1-100 55.92%),156 (0.68),←,
28,"Ellis-Yolmen, Cam",25y 110d,23 (12-0-11 52.17%),13 (0.57),←,
32,"Fogarty, Darcy",18y 235d,5 (3-0-2 60.00%),5 (1.00),←,
7,"Gallucci, Jordan",20y 14d,6 (5-0-1 83.33%),4 (0.67),←,
6,"Gibbs, Bryce",29y 64d,240 (101-2-137 42.50%),144 (0.60),9 (6-0-3 66.67%),7 (0.78)
20,"Gibson, Sam",31y 356d,131 (70-0-61 53.44%),51 (0.39),1 (1-0-0 100.00%),
1,"Greenwood, Hugh",26y 73d,24 (16-1-7 68.75%),13 (0.54),←,
15,"Hartigan, Kyle",26y 192d,75 (51-0-24 68.00%),1 (0.01),←,
24,"Jacobs, Sam",30y 38d,183 (104-1-78 57.10%),45 (0.25),166 (97-1-68 58.73%),42 (0.25)
4,"Jenkins, Josh",29y 99d,123 (74-1-48 60.57%),244 (1.98),←,
8,"Kelly, Jake",23y 117d,42 (26-1-15 63.10%),,←,
29,"Laird, Rory",24y 140d,110 (68-1-41 62.27%),10 (0.09),←,
27,"Lynch, Tom",27y 245d,113 (72-1-40 64.16%),163 (1.44),107 (68-1-38 64.02%),159 (1.49)
14,"Mackay, David",29y 297d,193 (117-1-75 60.88%),56 (0.29),←,
44,"Murphy, Lachlan",19y 165d,4 (3-0-1 75.00%),4 (1.00),←,
22,"Otten, Andy",29y 3d,103 (58-1-44 56.80%),38 (0.37),←,
10,"Poholke, Myles",19y 312d,4 (3-0-1 75.00%),1 (0.25),←,
11,"Seedsman, Paul",26y 116d,78 (46-1-31 59.62%),37 (0.47),29 (19-1-9 67.24%),20 (0.69)
12,"Talia, Daniel",26y 228d,155 (95-1-59 61.61%),6 (0.04),←,
Totals,Totals,25y 357d,2199 (1242-17-940 56.48%),1570 (0.71),,
C,"Pyke, Don",49y 164d,58 (40-1-17 69.83%),,←,
