Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
30,"Allen, Scott",20y 131d,8 (1-0-7 12.50%),3 (0.38),←,
19,"Beveridge, Luke",24y 291d,66 (38-0-28 57.58%),65 (0.98),24 (14-0-10 58.33%),24 (1.00)
18,"Cameron, Leon",22y 281d,96 (49-1-46 51.56%),43 (0.45),←,
3,"Grant, Chris",22y 179d,111 (59-1-51 53.60%),241 (2.17),←,
1,"Grgic, Ilija",23y 97d,41 (23-0-18 56.10%),54 (1.32),←,
29,"Griffin, Daryl",19y 138d,3 (0-0-3 0.00%),,←,
37,"Hargraves, Daniel",19y 137d,8 (4-0-4 50.00%),10 (1.25),←,
6,"Johnson, Brad",18y 327d,20 (9-0-11 45.00%),13 (0.65),←,
36,"Lane, Tyson",18y 289d,8 (4-0-4 50.00%),7 (0.88),←,
39,"Liberatore, Tony",29y 119d,139 (76-1-62 55.04%),70 (0.50),←,
27,"Macpherson, Stephen",30y 190d,185 (91-3-91 50.00%),152 (0.82),←,
23,"Martin, Michael",18y 105d,3 (0-0-3 0.00%),1 (0.33),←,
9,"Nicholson, Brad",21y 6d,17 (8-0-9 47.06%),1 (0.06),←,
44,"Osborne, Richard",30y 359d,232 (96-0-136 41.38%),508 (2.19),29 (15-0-14 51.72%),58 (2.00)
11,"Romero, Jose",23y 313d,100 (53-0-47 53.00%),103 (1.03),11 (4-0-7 36.36%),5 (0.45)
5,"Smith, Rohan",22y 10d,41 (23-0-18 56.10%),23 (0.56),←,
8,"Southern, Daniel",20y 160d,32 (14-0-18 43.75%),7 (0.22),←,
17,"Standfield, Barry",25y 117d,85 (46-0-39 54.12%),33 (0.39),←,
24,"Wallis, Stephen",30y 226d,239 (126-2-111 53.14%),57 (0.24),←,
7,"West, Scott",20y 208d,51 (26-0-25 50.98%),33 (0.65),←,
15,"Wynd, Scott",25y 136d,114 (57-1-56 50.44%),23 (0.20),←,
Totals,Totals,23y 95d,1599 (803-9-787 50.22%),1447 (0.90),,
C,"Joyce, Alan",52y 232d,126 (83-0-43 65.87%),,33 (16-0-17 48.48%),
