Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",21y 56d,70 (35-1-34 50.71%),87 (1.24),←,
3,"Bartel, Jimmy",21y 217d,55 (28-1-26 51.82%),20 (0.36),←,
24,"Blake, Mark",19y 303d,1 (0-0-1 0.00%),,←,
17,"Byrnes, Shannon",21y 93d,19 (13-0-6 68.42%),9 (0.47),←,
31,"Chambers, Paul",23y 16d,29 (14-0-15 48.28%),5 (0.17),←,
35,"Chapman, Paul",23y 246d,90 (45-1-44 50.56%),105 (1.17),←,
11,"Corey, Joel",23y 142d,95 (47-1-47 50.00%),32 (0.34),←,
19,"Egan, Matthew",21y 364d,6 (3-0-3 50.00%),,←,
16,"Gardiner, Charlie",22y 130d,42 (26-0-16 61.90%),19 (0.45),←,
8,"Haynes, David",24y 29d,64 (28-2-34 45.31%),57 (0.89),18 (8-0-10 44.44%),14 (0.78)
41,"Hunt, Josh",23y 117d,54 (32-0-22 59.26%),5 (0.09),←,
9,"Kelly, James",21y 192d,61 (29-1-31 48.36%),26 (0.43),←,
18,"Kingsley, Kent",26y 286d,104 (57-0-47 54.81%),207 (1.99),92 (46-0-46 50.00%),197 (2.14)
36,"Koulouriotis, Paul",23y 138d,15 (10-0-5 66.67%),3 (0.20),12 (8-0-4 66.67%),3 (0.25)
39,"Milburn, Darren",28y 85d,157 (77-0-80 49.04%),60 (0.38),←,
21,"Mooney, Cameron",25y 286d,94 (52-1-41 55.85%),61 (0.65),83 (42-1-40 51.20%),59 (0.71)
34,"Rahilly, James",26y 24d,88 (33-2-53 38.64%),11 (0.13),←,
15,"Riccardi, Peter",32y 204d,274 (153-3-118 56.39%),279 (1.02),←,
27,"Sanderson, Brenton",31y 132d,202 (100-3-99 50.25%),34 (0.17),192 (98-3-91 51.82%),29 (0.15)
30,"Scarlett, Matthew",26y 34d,131 (68-1-62 52.29%),11 (0.08),←,
10,"Tenace, Kane",20y 5d,22 (13-0-9 59.09%),5 (0.23),←,
14,"Thurley, Cameron",23y 225d,5 (3-0-2 60.00%),10 (2.00),←,
Totals,Totals,24y 51d,1678 (866-17-795 51.61%),1046 (0.62),,
C,"Thompson, Mark",41y 232d,129 (64-2-63 50.39%),,←,
