Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
14,"Birchall, Grant",26y 83d,174 (115-1-58 66.38%),23 (0.13),←,
22,"Breust, Luke",23y 161d,71 (59-0-12 83.10%),130 (1.83),←,
9,"Burgoyne, Shaun",31y 182d,249 (168-1-80 67.67%),223 (0.90),92 (71-1-20 77.72%),52 (0.57)
13,"Cheney, Kyle",24y 239d,37 (21-0-16 56.76%),2 (0.05),23 (19-0-4 82.61%),2 (0.09)
8,"Duryea, Taylor",22y 362d,23 (20-0-3 86.96%),1 (0.04),←,
6,"Gibson, Josh",30y 39d,153 (94-2-57 62.09%),2 (0.01),88 (65-1-22 74.43%),
19,"Gunston, Jack",22y 187d,61 (44-0-17 72.13%),118 (1.93),47 (39-0-8 82.98%),98 (2.09)
20,"Hale, David",29y 334d,202 (114-2-86 56.93%),186 (0.92),73 (58-0-15 79.45%),67 (0.92)
38,"Hallahan, Mitch",21y 241d,1 (0-0-1 0.00%),1 (1.00),←,
10,"Hill, Bradley",20y 286d,34 (29-0-5 85.29%),24 (0.71),←,
15,"Hodge, Luke",29y 310d,232 (130-1-101 56.25%),155 (0.67),←,
29,"Langford, Will",21y 292d,6 (5-0-1 83.33%),1 (0.17),←,
3,"Lewis, Jordan",27y 362d,198 (120-1-77 60.86%),109 (0.55),←,
7,"McEvoy, Ben",24y 284d,94 (53-2-39 57.45%),29 (0.31),3 (2-0-1 66.67%),2 (0.67)
5,"Mitchell, Sam",31y 191d,249 (146-1-102 58.84%),61 (0.24),←,
28,"Puopolo, Paul",26y 140d,68 (56-0-12 82.35%),52 (0.76),←,
33,"Rioli, Cyril",24y 281d,125 (85-1-39 68.40%),166 (1.33),←,
2,"Roughead, Jarryd",27y 88d,189 (117-1-71 62.17%),378 (2.00),←,
32,"Simpkin, Jonathan",26y 175d,23 (19-0-4 82.61%),9 (0.39),19 (17-0-2 89.47%),8 (0.42)
16,"Smith, Isaac",25y 112d,67 (56-0-11 83.58%),62 (0.93),←,
24,"Stratton, Ben",25y 51d,78 (56-1-21 72.44%),1 (0.01),←,
4,"Suckling, Matt",25y 270d,59 (42-0-17 71.19%),30 (0.51),←,
Totals,Totals,25y 345d,2393 (1549-14-830 64.73%),1763 (0.74),,
C,"Clarkson, Alastair",45y 359d,218 (133-1-84 61.24%),,←,
