North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",27y 329d,166 (88-1-77 53.31%),195 (1.17),←,
5,"Anderson, Stuart",21y 297d,22 (15-0-7 68.18%),3 (0.14),←,
11,"Archer, Glenn",23y 26d,76 (44-0-32 57.89%),44 (0.58),←,
14,"Armstrong, Matt",29y 49d,161 (71-0-90 44.10%),86 (0.53),29 (19-0-10 65.52%),15 (0.52)
26,"Bell, Peter",20y 49d,6 (3-0-3 50.00%),8 (1.33),4 (3-0-1 75.00%),6 (1.50)
12,"Blakey, John",29y 270d,205 (95-0-110 46.34%),64 (0.31),70 (43-0-27 61.43%),26 (0.37)
16,"Capuano, Mathew",20y 230d,20 (12-0-8 60.00%),7 (0.35),←,
18,"Carey, Wayne",24y 328d,127 (73-0-54 57.48%),319 (2.51),←,
25,"Daniltchenko, Jason",20y 230d,15 (10-0-5 66.67%),1 (0.07),←,
6,"Fairley, Ian",31y 214d,197 (101-2-94 51.78%),148 (0.75),←,
17,"Freeborn, Glenn",23y 73d,12 (8-0-4 66.67%),6 (0.50),←,
34,"King, David",24y 43d,45 (28-0-17 62.22%),13 (0.29),←,
7,"Laidley, Dani",29y 23d,119 (70-1-48 59.24%),12 (0.10),67 (41-0-26 61.19%),1 (0.01)
4,"Martyn, Mick",27y 232d,155 (82-1-72 53.23%),13 (0.08),←,
31,"McKernan, Corey",22y 122d,51 (33-0-18 64.71%),47 (0.92),←,
22,"Roberts, Mark",30y 296d,146 (69-0-77 47.26%),120 (0.82),69 (43-0-26 62.32%),101 (1.46)
3,"Rock, Anthony",25y 203d,116 (67-0-49 57.76%),98 (0.84),←,
8,"Scott, Robert",27y 49d,161 (94-1-66 58.70%),184 (1.14),29 (19-0-10 65.52%),20 (0.69)
24,"Sholl, Craig",28y 111d,132 (73-0-59 55.30%),27 (0.20),←,
37,"Simpson, Adam",20y 63d,6 (5-0-1 83.33%),3 (0.50),←,
10,"Stevens, Anthony",24y 292d,111 (62-0-49 55.86%),50 (0.45),←,
Totals,Totals,25y 133d,2049 (1103-6-940 53.83%),1448 (0.71),,
C,"Pagan, Denis",48y 208d,74 (46-0-28 62.16%),,←,
