Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13 ↓,"Boyd, Tom",2,1,,2,,,3.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,49.0
14 ↑,"Bugg, Tomas",,1,7,7,,,,3.0,2.0,,1.0,,,,,4.0,3.0,,,2.0,,,33.0
18,"Cameron, Jeremy",7,4,2,9,4,,,1.0,,,,1.0,,,,7.0,2.0,3.0,4.0,,,,93.0
3,"Coniglio, Stephen",12,3,15,27,1,3.0,,4.0,1.0,4.0,7.0,3.0,,1.0,,10.0,17.0,,,,,1.0,85.0
48,"Frost, Sam",3,2,6,9,,,,2.0,5.0,,,2.0,1.0,2.0,,4.0,5.0,,,7.0,,,88.0
26,"Giles, Jonathan",1,,6,7,,,42.0,2.0,1.0,,1.0,1.0,,1.0,,3.0,4.0,,,3.0,,,91.0
2,"Hampton, Curtly",12,7,12,24,,1.0,,4.0,4.0,7.0,,2.0,1.0,1.0,,6.0,19.0,,,1.0,3.0,1.0,82.0
19,"Haynes, Nick",11,7,6,17,,,,,4.0,1.0,,6.0,,1.0,,6.0,9.0,2.0,,10.0,,,86.0
33,"Hoskin-Elliott, Will",13,5,3,16,2,1.0,,,1.0,5.0,2.0,3.0,1.0,,,4.0,12.0,,1.0,1.0,1.0,,90.0
32,"Hunt, Josh",9,6,9,18,,2.0,,4.0,2.0,2.0,,3.0,,,,5.0,13.0,,2.0,1.0,,1.0,79.0
40,"Kennedy, Adam",13,5,4,17,1,,,2.0,3.0,4.0,1.0,2.0,,,,3.0,17.0,,1.0,2.0,1.0,,88.0
11,"Lamb, Jed",11,6,8,19,1,,,3.0,2.0,3.0,1.0,2.0,2.0,,,3.0,15.0,,1.0,,1.0,1.0,77.0
24,"ORourke, Jonathan",5,1,9,14,,,,2.0,,4.0,1.0,,1.0,,,7.0,7.0,,,,,,79.0
12,"Patton, Jonathon",12,5,6,18,2,,,1.0,5.0,1.0,1.0,4.0,2.0,1.0,,12.0,9.0,3.0,1.0,5.0,1.0,,90.0
30,"Plowman, Lachie",4,2,5,9,,1.0,,,1.0,,,1.0,,,,3.0,6.0,,,5.0,,,89.0
9,"Scully, Tom",6,,10,16,,,,7.0,,4.0,5.0,1.0,1.0,,,9.0,7.0,,,2.0,1.0,1.0,93.0
23,"Shaw, Heath",19,4,8,27,,1.0,,3.0,12.0,2.0,,2.0,1.0,,,7.0,18.0,2.0,,1.0,4.0,,88.0
10,"Smith, Devon",10,6,6,16,,2.0,,2.0,1.0,3.0,1.0,3.0,1.0,1.0,,4.0,12.0,1.0,2.0,1.0,,2.0,87.0
20,"Tomlinson, Adam",14,8,9,23,1,,3.0,4.0,2.0,1.0,,,,,,5.0,17.0,1.0,1.0,1.0,1.0,1.0,91.0
17,"Treloar, Adam",12,3,16,28,,,,7.0,,5.0,7.0,4.0,5.0,2.0,,14.0,15.0,,,2.0,7.0,2.0,76.0
8,"Ward, Callan",11,3,21,32,1,1.0,3.0,5.0,3.0,5.0,8.0,2.0,2.0,,,14.0,19.0,,,1.0,,,89.0
29,"Williams, Zac",4,4,5,9,,,,2.0,,3.0,,1.0,,,,,9.0,,,1.0,2.0,,77.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,191,83,173,364,13,16.0,51.0,58.0,50.0,55.0,36.0,44.0,19.0,10.0,,131.0,236.0,12.0,13.0,46.0,22.0,10.0,
Opposition,Opposition,222,90,161,383,20,14.0,27.0,69.0,36.0,72.0,44.0,48.0,10.0,19.0,6.0,163.0,216.0,11.0,12.0,49.0,22.0,9.0,
