Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",22y 167d,57 (24-2-31 43.86%),31 (0.54),←,
35,"Baxter, Darren",26y 81d,93 (42-3-48 46.77%),15 (0.16),←,
18,"Cameron, Leon",18y 279d,30 (16-1-13 55.00%),14 (0.47),←,
1,"Charles, Justin",20y 253d,20 (10-1-9 52.50%),11 (0.55),←,
20,"Coleman, Glenn",30y 125d,156 (84-2-70 54.49%),88 (0.56),31 (16-1-14 53.23%),24 (0.77)
22,"Cullen, Mark",22y 258d,34 (14-1-19 42.65%),25 (0.74),←,
26,"Del-Re, Danny",23y 116d,22 (11-1-10 52.27%),31 (1.41),←,
12,"Eppelstun, Greg",24y 204d,90 (45-2-43 51.11%),1 (0.01),←,
45,"Ford, Michael",28y 240d,90 (44-2-44 50.00%),18 (0.20),←,
32,"Foster, Peter",31y 6d,139 (73-3-63 53.60%),51 (0.37),132 (70-3-59 54.17%),49 (0.37)
19,"Gow, Paul",22y 12d,6 (3-1-2 58.33%),,←,
29,"Grant, Chris",18y 177d,25 (13-1-11 54.00%),56 (2.24),←,
7,"Hawkins, Doug",31y 34d,254 (102-4-148 40.94%),149 (0.59),←,
43,"Hogg, Matthew",22y 169d,54 (23-2-29 44.44%),4 (0.07),←,
10,"Hunter, Mark",25y 278d,50 (21-2-27 44.00%),2 (0.04),←,
31,"Krakouer, Phil",31y 144d,147 (82-4-61 57.14%),231 (1.57),6 (3-1-2 58.33%),7 (1.17)
39,"Liberatore, Tony",25y 117d,48 (27-1-20 57.29%),30 (0.63),←,
27,"Macpherson, Stephen",26y 188d,129 (60-3-66 47.67%),133 (1.03),←,
34,"Sexton, Ben",18y 222d,4 (2-1-1 62.50%),9 (2.25),←,
15,"Wynd, Scott",21y 134d,46 (20-1-25 44.57%),7 (0.15),←,
Totals,Totals,24y 215d,1494 (716-38-740 47.93%),906 (0.61),,
C,"Wheeler, Terry",36y 87d,33 (17-1-15 53.03%),,←,
