Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",17,1,12,29,1,,,2.0,,,,,2.0,2.0,,,,,,,,,
18,"Cameron, Leon",18,3,4,22,,,,1.0,,,,,1.0,,,,,,,,,,
20,"Coleman, Glenn",12,8,6,18,,1.0,,1.0,,,,,1.0,,,,,,,,,,
22,"Cullen, Mark",2,,4,6,,,,1.0,,,,,,2.0,,,,,,,,,
26,"Del-Re, Danny",11,7,5,16,2,4.0,,,,,,,1.0,,,,,,,,,,
45,"Ford, Michael",13,2,6,19,,,,,,,,,2.0,2.0,,,,,,,,,
32,"Foster, Peter",9,1,4,13,,,,1.0,,,,,,1.0,,,,,,,,,
29,"Grant, Chris",7,4,6,13,1,,,,,,,,2.0,1.0,,,,,,,,,
44,"Grant, Jamie",2,1,1,3,,,,,,,,,1.0,,,,,,,,,,
7,"Hawkins, Doug",7,4,2,9,4,1.0,,1.0,,,,,,,,,,,,,,,
10,"Hunter, Mark",12,1,5,17,,,,,,,,,1.0,1.0,,,,,,,,,
8,"Kennedy, Rick",,1,3,3,,,,,,,,,,,,,,,,,,,
21,"Kolyniuk, Steven",11,1,7,18,,1.0,,1.0,,,,,,1.0,,,,,,,,,
39,"Liberatore, Tony",20,1,14,34,2,,,4.0,,,,,1.0,1.0,,,,,,,,,
40,"Moloney, Troy",6,,7,13,,,,,,,,,1.0,1.0,,,,,,,,,
17,"Standfield, Barry",2,1,1,3,,,,,,,,,,1.0,,,,,,,,,
16,"Wallace, Terry",15,6,14,29,,,,2.0,,,,,1.0,3.0,,,,,,,,,
24,"Wallis, Stephen",16,5,9,25,,,,5.0,,,,,3.0,1.0,,,,,,,,,
6,"Wigney, Stuart",12,4,9,21,1,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
15,"Wynd, Scott",2,5,11,13,,,9.0,1.0,,,,,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,194,56,130,324,11,10.0,9.0,21.0,,,,,19.0,20.0,,,,,,,,,
Opposition,Opposition,222,87,121,343,21,20.0,17.0,19.0,,,,,20.0,19.0,6.0,,,,,,,,
