Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
30,"Atkins, Tom",29y 269d,141 (93-1-47 66.31%),21 (0.15),←,
46,"Blicavs, Mark",34y 78d,283 (187-3-93 66.61%),75 (0.27),←,
5,"Cameron, Jeremy",32y 74d,268 (142-3-123 53.54%),692 (2.58),97 (65-0-32 67.01%),265 (2.73)
45,"Close, Brad",26y 319d,115 (78-1-36 68.26%),100 (0.87),←,
35,"Dangerfield, Patrick",35y 70d,349 (210-2-137 60.46%),354 (1.01),195 (129-2-64 66.67%),191 (0.98)
16,"De Koning, Sam",24y 108d,76 (52-1-23 69.08%),6 (0.08),←,
28,"Dempsey, Oliver",22y 158d,46 (29-0-17 63.04%),46 (1.00),←,
22,"Duncan, Mitch",34y 4d,303 (215-2-86 71.29%),185 (0.61),←,
39,"Guthrie, Zach",26y 349d,116 (74-2-40 64.66%),15 (0.13),←,
38,"Henry, Jack",26y 289d,152 (102-1-49 67.43%),24 (0.16),←,
9,"Holmes, Max",22y 289d,90 (58-1-31 65.00%),41 (0.46),←,
17,"Humphries, Lawson",22y 141d,24 (18-0-6 75.00%),4 (0.17),←,
7,"Mannagh, Shaun",27y 312d,23 (18-0-5 78.26%),30 (1.30),←,
19,"Martin, Jack",30y 136d,153 (53-2-98 35.29%),133 (0.87),2 (2-0-0 100.00%),
32,"Miers, Gryan",26y 76d,143 (94-1-48 66.08%),106 (0.74),←,
34,"Mullin, Oisin",25y 123d,31 (17-0-14 54.84%),,←,
33,"Neale, Shannon",22y 324d,34 (22-0-12 64.71%),42 (1.24),←,
42,"OConnor, Mark",28y 148d,136 (90-0-46 66.18%),10 (0.07),←,
14,"OSullivan, Connor",20y 26d,14 (10-0-4 71.43%),,←,
3,"Smith, Bailey",24y 189d,115 (68-0-47 59.13%),49 (0.43),12 (9-0-3 75.00%),5 (0.42)
1,"Stanley, Rhys",34y 195d,219 (129-2-88 59.36%),113 (0.52),161 (108-2-51 67.70%),73 (0.45)
18,"Stengle, Tyson",26y 238d,99 (59-1-39 60.10%),161 (1.63),83 (54-1-28 65.66%),146 (1.76)
44,"Stewart, Tom",32y 91d,180 (118-1-61 65.83%),5 (0.03),←,
Totals,Totals,27y 254d,3110 (1936-24-1150 62.25%),2212 (0.71),,
C,"Scott, Chris",49y 42d,348 (236-3-109 68.25%),,←,
