Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
30,"Bayes, Mark",25y 48d,140 (67-2-71 48.57%),116 (0.83),←,
13,"Brunton, Neil",23y 120d,9 (3-1-5 38.89%),,←,
7,"Carroll, Dennis",31y 177d,209 (96-2-111 46.41%),113 (0.54),←,
40,"Dunkley, Andrew",23y 308d,4 (1-1-2 37.50%),,←,
48,"Gray, Troy",19y 66d,2 (0-1-1 25.00%),,←,
47,"Higgins, Leon",23y 310d,80 (30-2-48 38.75%),62 (0.77),←,
31,"Holmes, Darren",21y 242d,13 (4-2-7 38.46%),1 (0.08),←,
14,"Kelly, Paul",22y 279d,36 (10-2-24 30.56%),17 (0.47),←,
1,"Lawson, Jamie",20y 210d,22 (8-2-12 40.91%),13 (0.59),←,
3,"Lewis, Dale",22y 364d,30 (9-2-19 33.33%),36 (1.20),←,
16,"McGovern, Andrew",24y 25d,6 (2-1-3 41.67%),4 (0.67),←,
17,"McKellar, Allan",25y 109d,47 (18-1-28 39.36%),15 (0.32),2 (0-1-1 25.00%),
10,"Mitchell, Barry",26y 147d,154 (69-2-83 45.45%),203 (1.32),←,
18,"Nettelbeck, Craig",19y 342d,26 (8-2-16 34.62%),15 (0.58),←,
22,"Rose, Gavin",22y 216d,1 (0-1-0 50.00%),,←,
15,"Strooper, David",24y 67d,49 (16-1-32 33.67%),43 (0.88),6 (2-1-3 41.67%),15 (2.50)
28,"Thorpe, Alan",23y 197d,1 (0-1-0 50.00%),2 (2.00),←,
2,"Tunbridge, Brad",28y 97d,30 (9-2-19 33.33%),10 (0.33),←,
20,"West, Jim",26y 20d,36 (8-1-27 23.61%),54 (1.50),←,
27,"Wheeler, Sanford",22y 26d,17 (2-1-14 14.71%),5 (0.29),←,
Totals,Totals,23y 315d,912 (360-30-522 39.47%),709 (0.78),,
C,"Buckenara, Gary",33y 304d,6 (2-1-3 41.67%),,←,
