Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",13,2,17,30,,1.0,,,,,,,1.0,2.0,,,,,,,,,
32,"Baldwin, Jason",12,6,9,21,1,,,2.0,,,,,2.0,,,,,,,,,,
5,"Barker, John",5,1,3,8,,,,,,,,,1.0,1.0,,,,,,,,,
14,"Bizzotto, Frank",2,,,2,,,,,,,,,1.0,1.0,,,,,,,,,
27,"Chandler, Brett",9,5,11,20,,,,6.0,,,,,2.0,2.0,,,,,,,,,
35,"Cook, Brett",4,3,4,8,,,5.0,,,,,,,,,,,,,,,,
31,"Dent, Matthew",14,3,5,19,,,,2.0,,,,,2.0,,,,,,,,,,
28,"Doyle, Peter",6,1,4,10,,,,,,,,,,,,,,,,,,,
6,"Guard, Jeremy",5,1,6,11,,,,2.0,,,,,,1.0,,,,,,,,,
17,"Hawking, Simon",7,3,,7,3,1.0,,,,,,,,,,,,,,,,,
3,"Hawkins, Doug",14,3,11,25,,1.0,,2.0,,,,,3.0,1.0,2.0,,,,,,,,
2,"Johnson, Chris",5,,2,7,1,2.0,,2.0,,,,,3.0,2.0,,,,,,,,,
36,"Lamb, Wayne",11,5,6,17,,2.0,,2.0,,,,,2.0,,,,,,,,,,
30,"Manson, James",2,1,3,5,,,7.0,1.0,,,,,,,,,,,,,,,
38,"McCarthy, Adam",10,3,7,17,1,,1.0,4.0,,,,,1.0,1.0,,,,,,,,,
42,"Mellington, Anthony",6,5,5,11,,,,2.0,,,,,2.0,,,,,,,,,,
7,"Molloy, Jarrod",6,3,,6,1,,,2.0,,,,,1.0,1.0,,,,,,,,,
4,"Paxman, Stephen",14,9,8,22,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
8,"Pike, Martin",13,3,9,22,1,2.0,,3.0,,,,,,1.0,,,,,,,,,
39,"Warry, Marty",11,7,11,22,,2.0,,1.0,,,,,1.0,,,,,,,,,,
16,"Zanotti, Mark",15,6,,15,,,,6.0,,,,,2.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,184,70,121,305,8,17.0,13.0,38.0,,,,,25.0,15.0,2.0,,,,,,,,
Opposition,Opposition,205,92,141,346,15,16.0,12.0,18.0,,,,,15.0,25.0,4.0,,,,,,,,
