Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fitzroy Games (W-D-L W%),Fitzroy Goals (Ave.)
18,"Blakey, John",24y 256d,99 (41-0-58 41.41%),25 (0.25),←,
24,"Bourke, Matthew",22y 209d,3 (1-0-2 33.33%),2 (0.67),2 (0-0-2 0.00%),2 (1.00)
41,"Bourke, Peter",24y 318d,20 (7-0-13 35.00%),3 (0.15),19 (7-0-12 36.84%),3 (0.16)
40,"Bunn, Mark",20y 164d,19 (6-0-13 31.58%),,←,
16,"Cormack, Joe",24y 219d,12 (4-0-8 33.33%),7 (0.58),2 (0-0-2 0.00%),
10,"Davis, Brad",18y 262d,2 (0-0-2 0.00%),1 (0.50),←,
7,"Gale, Michael",24y 106d,77 (29-0-48 37.66%),18 (0.23),←,
6,"Ironmonger, John",30y 49d,75 (32-0-43 42.67%),4 (0.05),30 (9-0-21 30.00%),3 (0.10)
11,"Lynch, Alastair",22y 291d,60 (23-0-37 38.33%),70 (1.17),←,
29,"Lyon, Ross",24y 149d,60 (17-0-43 28.33%),57 (0.95),←,
5,"McCormack, Brendan",20y 282d,20 (9-0-11 45.00%),7 (0.35),←,
25,"OConnell, David",27y 288d,29 (13-0-16 44.83%),7 (0.24),2 (0-0-2 0.00%),1 (0.50)
44,"Osborne, Richard",26y 294d,151 (70-0-81 46.36%),328 (2.17),←,
1,"Roos, Paul",27y 283d,189 (83-0-106 43.92%),213 (1.13),←,
33,"Stephens, Brett",30y 45d,84 (32-0-52 38.10%),23 (0.27),←,
13,"Stevenson, Shayne",20y 298d,2 (0-0-2 0.00%),2 (1.00),←,
31,"Strooper, David",23y 40d,39 (14-0-25 35.90%),28 (0.72),←,
23,"Taylor, Jason",22y 195d,6 (1-0-5 16.67%),4 (0.67),←,
30,"Waterson, Chris",21y 100d,11 (2-0-9 18.18%),6 (0.55),←,
8,"Wynd, Jim",26y 146d,53 (22-0-31 41.51%),21 (0.40),←,
Totals,Totals,24y 90d,1011 (406-0-605 40.16%),826 (0.82),,
C,"Shaw, Robert",36y 90d,2 (0-0-2 0.00%),,←,
