Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Barker, John",25y 35d,80 (18-1-61 23.13%),23 (0.29),25 (11-0-14 44.00%),10 (0.40)
33,"Barlow, Kris",26y 254d,18 (9-0-9 50.00%),10 (0.56),←,
10,"Bateman, Chance",18y 278d,1 (1-0-0 100.00%),,←,
17,"Chick, Daniel",24y 44d,86 (37-2-47 44.19%),96 (1.12),←,
23,"Collica, Michael",22y 260d,25 (11-1-13 46.00%),3 (0.12),←,
9,"Crawford, Shane",25y 198d,139 (65-2-72 47.48%),102 (0.73),←,
24,"Croad, Trent",20y 16d,41 (18-1-22 45.12%),22 (0.54),←,
19,"Dixon, Ben",22y 285d,50 (25-1-24 51.00%),66 (1.32),←,
34,"Graham, Mark",27y 12d,118 (49-2-67 42.37%),38 (0.32),←,
5,"Harford, Daniel",23y 6d,98 (41-1-56 42.35%),41 (0.42),←,
2,"Holland, Nick",25y 240d,101 (42-2-57 42.57%),148 (1.47),←,
14,"Krummel, Brendan",27y 275d,73 (32-1-40 44.52%),49 (0.67),63 (26-1-36 42.06%),46 (0.73)
37,"Lekkas, Angelo",23y 270d,72 (28-1-43 39.58%),16 (0.22),←,
20,"Rawlings, Jade",22y 168d,31 (12-0-19 38.71%),15 (0.48),←,
32,"Rock, Anthony",29y 178d,196 (117-1-78 59.95%),145 (0.74),18 (9-1-8 52.78%),7 (0.39)
4,"Salmon, Paul",35y 65d,288 (153-4-131 53.82%),543 (1.89),79 (30-2-47 39.24%),34 (0.43)
11,"Smith, Joel",22y 327d,78 (39-1-38 50.64%),63 (0.81),20 (10-1-9 52.50%),12 (0.60)
29,"Tallis, Rayden",24y 290d,72 (29-0-43 40.28%),12 (0.17),←,
6,"Taylor, Richard",26y 255d,98 (42-2-54 43.88%),42 (0.43),←,
16,"Thompson, Nathan",22y 40d,23 (11-1-11 50.00%),27 (1.17),←,
21,"Vandenberg, Richard",23y 71d,13 (4-1-8 34.62%),2 (0.15),←,
30,"Woods, Tony",30y 267d,138 (58-2-78 42.75%),29 (0.21),107 (42-2-63 40.19%),19 (0.18)
Totals,Totals,25y 8d,1839 (841-27-971 45.73%),1492 (0.81),,
C,"Schwab, Peter",39y 185d,3 (1-0-2 33.33%),,←,
