Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
21,"Aleer, Leek",23y 317d,18 (10-0-8 55.56%),,←,
9,"Angwin, Ryan",22y 204d,22 (13-0-9 59.09%),2 (0.09),←,
7,"Ash, Lachie",24y 13d,117 (61-1-55 52.56%),7 (0.06),←,
14,"Bedford, Toby",25y 38d,75 (49-0-26 65.33%),38 (0.51),57 (37-0-20 64.91%),29 (0.51)
32,"Briggs, Kieren",25y 271d,62 (37-0-25 59.68%),12 (0.19),←,
46,"Brown, Callum",24y 323d,56 (32-0-24 57.14%),58 (1.04),←,
44,"Buckley, Jack",27y 199d,82 (46-1-35 56.71%),1 (0.01),←,
5,"Cadman, Aaron",21y 123d,51 (32-0-19 62.75%),62 (1.22),←,
17,"Callaghan, Finn",22y 69d,63 (35-0-28 55.56%),10 (0.16),←,
37,"Fonti, Joe",20y 192d,14 (11-0-3 78.57%),,←,
12,"Green, Tom",24y 162d,107 (54-1-52 50.93%),45 (0.42),←,
4,"Greene, Toby",31y 282d,254 (124-2-128 49.21%),402 (1.58),←,
35,"Gruzewski, Max",20y 348d,7 (5-0-2 71.43%),5 (0.71),←,
27,"Himmelberg, Harry",29y 57d,193 (107-2-84 55.96%),162 (0.84),←,
39,"Idun, Connor",24y 340d,109 (58-1-50 53.67%),,←,
2,"Jones, Darcy",21y 92d,29 (17-0-12 58.62%),25 (0.86),←,
22,"Kelly, Josh",30y 142d,227 (121-3-103 53.96%),142 (0.63),←,
30,"Leake, James",19y 275d,3 (3-0-0 100.00%),1 (0.33),←,
33,"OHalloran, Xavier",24y 358d,82 (43-1-38 53.05%),31 (0.38),←,
26,"Riccardi, Jake",25y 239d,81 (44-0-37 54.32%),103 (1.27),←,
24,"Rowston, Harry",20y 326d,11 (7-0-4 63.64%),1 (0.09),←,
20,"Stringer, Jake",31y 70d,221 (109-1-111 49.55%),378 (1.71),9 (5-0-4 55.56%),11 (1.22)
1,"Thomas, Harvey",19y 330d,34 (21-0-13 61.76%),15 (0.44),←,
Totals,Totals,24y 176d,1918 (1039-13-866 54.17%),1500 (0.78),,
C,"Kingsley, Adam",49y 318d,67 (40-0-27 59.70%),,←,
