Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fitzroy Games (W-D-L W%),Fitzroy Goals (Ave.)
14,"Armstrong, Matt",27y 46d,114 (49-0-65 42.98%),63 (0.55),←,
19,"Bain, David",27y 349d,90 (19-1-70 21.67%),45 (0.50),4 (2-0-2 50.00%),1 (0.25)
32,"Baldwin, Jason",24y 160d,76 (33-0-43 43.42%),16 (0.21),←,
5,"Barker, John",19y 56d,3 (2-0-1 66.67%),,←,
34,"Boyd, Brad",22y 249d,18 (10-0-8 55.56%),10 (0.56),←,
18,"Dunstan, Michael",23y 35d,24 (12-0-12 50.00%),24 (1.00),←,
6,"Guard, Jeremy",23y 279d,44 (20-0-24 45.45%),12 (0.27),←,
17,"Hawking, Simon",21y 42d,11 (7-0-4 63.64%),,←,
10,"Hogg, Jeff",27y 183d,148 (43-0-105 29.05%),317 (2.14),4 (2-0-2 50.00%),11 (2.75)
26,"Johnston, David",25y 6d,63 (29-0-34 46.03%),7 (0.11),22 (8-0-14 36.36%),1 (0.05)
29,"Lyon, Ross",27y 159d,113 (39-0-74 34.51%),105 (0.93),←,
30,"Manson, James",27y 165d,141 (79-3-59 57.09%),115 (0.82),21 (9-0-12 42.86%),9 (0.43)
11,"McGregor, Anthony",21y 285d,12 (7-0-5 58.33%),6 (0.50),←,
7,"Molloy, Jarrod",17y 339d,3 (2-0-1 66.67%),2 (0.67),←,
4,"Paxman, Stephen",23y 133d,45 (18-0-27 40.00%),10 (0.22),←,
1,"Roos, Paul",30y 293d,251 (107-0-144 42.63%),256 (1.02),←,
21,"Sporn, Kieran",27y 231d,76 (45-1-30 59.87%),67 (0.88),4 (2-0-2 50.00%),2 (0.50)
22,"Stretch, Steven",30y 101d,168 (92-1-75 55.06%),71 (0.42),4 (2-0-2 50.00%),
12,"Wheildon, Darren",23y 156d,57 (22-0-35 38.60%),135 (2.37),←,
8,"Wynd, Jim",29y 156d,119 (47-0-72 39.50%),55 (0.46),←,
16,"Zanotti, Mark",29y 159d,123 (39-0-84 31.71%),16 (0.13),23 (11-0-12 47.83%),5 (0.22)
Totals,Totals,25y 101d,1699 (721-6-972 42.44%),1332 (0.78),,
C,"Shaw, Robert",39y 100d,68 (25-0-43 36.76%),,←,
