Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
29,"Beaumont, Simon",27y 141d,136 (70-0-66 51.47%),80 (0.59),←,
16,"Camporeale, Scott",27y 265d,176 (99-0-77 56.25%),157 (0.89),←,
13,"Davies, Justin",19y 300d,10 (2-0-8 20.00%),4 (0.40),←,
25,"Fevola, Brendan",22y 103d,47 (24-0-23 51.06%),88 (1.87),←,
11,"French, Barnaby",27y 159d,68 (36-1-31 53.68%),22 (0.32),6 (2-0-4 33.33%),2 (0.33)
9,"Hickmott, Adrian",31y 34d,175 (103-0-72 58.86%),123 (0.70),125 (71-0-54 56.80%),99 (0.79)
33,"Houlihan, Ryan",21y 102d,60 (27-0-33 45.00%),59 (0.98),←,
27,"Hulme, Darren",25y 297d,89 (45-0-44 50.56%),48 (0.54),←,
43,"Koutoufides, Anthony",30y 105d,199 (118-1-80 59.55%),177 (0.89),←,
12,"Lappin, Matthew",27y 75d,154 (76-1-77 49.68%),163 (1.06),99 (48-0-51 48.48%),137 (1.38)
4,"Livingston, Luke",20y 180d,20 (3-0-17 15.00%),1 (0.05),←,
10,"Martyn, Mick",34y 245d,289 (170-1-118 59.00%),16 (0.06),2 (0-0-2 0.00%),
41,"McCormick, Jonathon",22y 38d,6 (2-0-4 33.33%),2 (0.33),←,
5,"McKay, Andrew",32y 293d,228 (129-1-98 56.80%),28 (0.12),←,
2,"McKernan, Corey",29y 135d,208 (123-0-85 59.13%),276 (1.33),26 (4-0-22 15.38%),43 (1.65)
18,"Murphy, Justin",27y 9d,135 (61-0-74 45.19%),112 (0.83),105 (46-0-59 43.81%),94 (0.90)
40,"Plunkett, Jim",24y 281d,44 (16-0-28 36.36%),15 (0.34),34 (11-0-23 32.35%),14 (0.41)
28,"Prendergast, Ian",22y 243d,24 (9-0-15 37.50%),6 (0.25),←,
7,"Ratten, Brett",31y 296d,251 (142-0-109 56.57%),114 (0.45),←,
36,"Sporn, Trent",20y 222d,14 (4-0-10 28.57%),2 (0.14),←,
30,"Waite, Jarrad",20y 88d,6 (2-0-4 33.33%),4 (0.67),←,
8,"Whitnall, Lance",23y 253d,132 (67-0-65 50.76%),259 (1.96),←,
Totals,Totals,25y 342d,2471 (1328-5-1138 53.74%),1756 (0.71),,
C,"Pagan, Denis",55y 221d,246 (152-0-94 61.79%),,6 (2-0-4 33.33%),
